Date	Shares	Amount	BuyFlag
2004-05-05	22500.0	1216622.5	0
2004-05-06	10000.0	543000.0	0
2004-05-14	42500.0	2300397.5	0
2004-05-18	40000.0	2146017.0	0
2004-06-10	5000.0	270800.0	0
2004-06-14	110700.0	6046245.81	0
2004-06-15	33500.0	1883276.8	0
2004-06-16	16000.0	924969.0	0
2004-06-24	8000.0	484817.0	0
2004-07-01	59300.0	3559654.47	0
2004-08-06	24500.0	1452992.1	0
2004-09-15	3550.0	224537.5	0
2004-10-05	26000.0	1796600.0	0
2004-10-06	56000.0	3927339.6	0
2004-10-07	9000.0	632957.3999999999	0
2004-11-12	2650.0	180417.0	0
2004-11-19	47000.0	3360396.6	0
2004-11-22	19470.0	1420173.7	0
2004-11-24	20000.0	1500119.5	0
2005-02-04	2750.0	211811.5	0
2005-02-18	2952.0	253576.8	0
2005-02-22	53000.0	4611832.1	0
2005-02-25	22000.0	1999520.6	0
2005-02-28	50000.0	4568385.0	0
2005-03-07	70000.0	3221428.0	0
2005-03-08	30000.0	1410000.0	0
2005-04-04	9200.0	472181.72	0
2005-04-07	19000.0	963583.1	0
2005-05-02	50000.0	2344910.0	0
2005-05-09	54130.0	2699490.165	0
2005-05-26	38800.0	1955000.08	0
2005-06-06	50000.0	2602895.0	0
2005-06-09	24000.0	1291286.4	0
2005-06-10	20000.0	1077624.0	0
2005-06-13	28000.0	1523449.2000000002	0
2005-06-14	82000.0	4514944.2	0
2005-06-15	3980.0	222681.0	0
2005-07-06	11000.0	660049.5	0
2005-07-07	37000.0	2201899.6	0
2005-08-01	150000.0	9231300.0	0
2005-08-08	30000.0	1869654.0	0
2005-08-11	10500.0	672024.0	0
2005-09-08	45000.0	3029782.5000000005	0
2005-09-14	67500.0	4670082.0	0
2005-09-16	18000.0	1268274.6	0
2005-09-20	100000.0	7190430.000000001	0
2005-09-21	10000.0	738120.0	0
2005-11-14	110162.0	7188808.585399999	0
2005-12-15	110000.0	8900940.0	0
2005-12-16	40000.0	3157100.0	0
2005-12-19	13000.0	1018218.5	0
2006-02-06	100000.0	8040240.0	0
2006-02-07	40000.0	3052420.0	0
2006-03-15	2000.0	137214.0	0
2006-05-08	14000.0	1038660.0	0
2006-06-02	14000.0	924578.2	0
2006-08-07	67500.0	4754477.25	0
2006-08-22	5500.0	369160.0	0
2007-01-09	2000.0	122331.8	1
2007-03-22	15000.0	1068253.5	0
2007-04-04	14000.0	1038997.4	0
2007-06-06	4400.0	336598.0	1
2007-06-07	15600.0	1204008.0	1
2007-08-13	2000.0	146000.0	0
2007-08-17	5500.0	394086.71	0
2007-08-23	5500.0	369638.0	0
2007-08-31	67500.0	4582575.0	0
2007-09-20	4588.0	338847.44	0
2007-10-31	16657.0	1450319.9929	0
2007-11-08	27000.0	2379300.4000000004	0
2007-12-03	10000.0	833700.0	0
2007-12-11	10000.0	891722.0	0
2007-12-12	7000.0	635214.32	0
2008-03-03	200000.0	24496200.0	0
2008-03-10	207000.0	23764042.1	0
2008-03-14	15000.0	1875000.0	0
2008-03-27	10000.0	1204205.0	0
2008-04-01	7000.0	844674.0000000002	0
2008-04-04	7000.0	875000.0	0
2008-04-09	14000.0	1791388.035	0
2008-05-07	28000.0	3850320.56	0
2008-05-08	20000.0	2760002.0	0
2008-05-12	210000.0	28667751.0	0
2008-06-02	14000.0	1806515.7	0
2008-06-02	13.0	1655.42	1
2008-07-16	5.0	542.1325	0
2008-08-11	7500.0	712500.0	0
