Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-05-22 08:00:00-04:00	1.32		
2026-01-23 06:00:00-05:00	1.29	1.77	37.08
2025-10-24 06:00:00-04:00	1.51	1.49	-1.42
2025-07-25 06:00:00-04:00	1.33	2.16	61.97
2025-05-23 06:00:00-04:00	1.61	1.61	-0.27
2025-01-30 19:00:00-05:00	1.52	1.55	1.91
2024-10-25 06:00:00-04:00	1.4	3.01	115.0
2024-07-26 06:00:00-04:00	1.52	1.38	-9.22
2024-05-24 06:00:00-04:00	1.23	1.33	8.31
2024-01-26 06:00:00-05:00	1.16	1.41	21.45
2023-10-27 06:00:00-04:00	1.33	1.29	-2.7
2023-07-28 06:00:00-04:00	1.25	1.47	17.18
2023-05-26 06:00:00-04:00	0.95	1.01	6.87
2023-01-27 06:00:00-05:00	1.04	1.07	3.34
2022-10-28 06:00:00-04:00	1.13	1.34	18.86
2022-07-29 06:00:00-04:00	1.06	1.13	6.86
2022-05-20 06:00:00-04:00	0.85	0.86	1.16
2022-01-28 06:00:00-05:00	0.98	1.02	4.51
2021-10-29 06:00:00-04:00	1.08	1.26	16.73
2021-07-30 06:00:00-04:00	0.97	1.07	10.31
2021-05-21 06:00:00-04:00	0.82	0.89	7.99
2021-01-29 06:00:00-05:00	0.94	1.04	10.24
2020-10-30 06:00:00-04:00	0.92	1.03	12.23
2020-07-31 09:00:00-04:00	0.86	0.93	8.31
2020-05-26 07:00:00-04:00	0.71	0.73	3.17
