Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-05-18 09:00:00-04:00	2.4		
2026-03-05 08:00:00-05:00	2.41	2.32	-3.73
2025-11-10 08:00:00-05:00	2.37	2.62	10.7
2025-08-05 08:00:00-04:00	2.31	2.67	15.58
2025-05-19 08:00:00-04:00	2.33	2.65	13.9
2025-03-05 08:00:00-05:00	2.31	2.55	10.23
2024-11-11 08:00:00-05:00	2.41	2.45	1.52
2024-08-05 08:00:00-04:00	2.29	2.46	7.42
2024-05-16 08:00:00-04:00	2.3	2.53	10.16
2024-03-04 08:00:00-05:00	2.35	2.49	5.96
2023-11-09 08:00:00-05:00	2.15	2.33	8.54
2023-08-03 08:00:00-04:00	2.05	2.09	1.95
2023-05-10 08:00:00-04:00	1.92	2.12	10.42
2023-03-01 08:00:00-05:00	1.75	2.14	22.29
2022-11-09 08:00:00-05:00	1.78	2.38	34.08
2022-08-04 08:00:00-04:00	1.78	1.85	3.74
2022-05-09 08:00:00-04:00	1.91	1.91	0.26
2022-03-02 08:00:00-05:00	1.26	1.84	46.03
2021-11-10 08:00:00-05:00	0.8	1.74	117.5
2021-08-05 08:00:00-04:00	0.5	0.66	30.17
2021-05-12 06:00:00-04:00	0.4	0.56	40.51
2021-03-19 16:00:00-04:00	0.43	0.64	49.29
2020-11-10 16:00:00-05:00	0.38	0.78	105.13
2020-08-06 08:00:00-04:00	0.32	0.76	137.22
2020-05-12 08:00:00-04:00	0.41	0.59	44.51
