Date	Shares	Amount	BuyFlag
2025-11-28	46.0	493.4699999999999	0
2025-12-05	4444.0	48012.7	0
2025-12-05	3944.0	42551.29	1
2025-12-08	379.0	4167.68	0
2025-12-08	379.0	4166.42	1
2025-12-09	3.0	32.85	0
2025-12-09	5.0	54.81	1
2026-01-23	9589.0	8893930.17	0
2026-01-27	2846.0	2638716.6200000006	0
2026-01-29	3333604.0	30255375.28	0
2026-02-09	13915.0	13086936.28	0
2026-02-11	15855.0	15210753.77	0
2026-04-07	594553.0	3382595.4799999995	1
2026-04-17	1115.0	1024894.8	0
2026-04-20	9964.0	5081.639999999999	0
2026-04-20	10006.0	5503.12	1
2026-04-23	1116.0	1044781.55	0
2026-05-01	14454.0	13435824.49	0
2026-05-06	14292.0	13421235.47	0
2026-05-14	6857.0	6675612.6899999995	0
2026-06-15	48.0	475.20000000000005	0
