Date	Shares	Amount	BuyFlag
2004-05-14	512784.0	32069511.36	0
2004-05-17	24810.0	1544670.6	0
2004-05-18	301638.0	18773949.12	0
2004-06-01	47413.0	2979432.9200000004	0
2004-06-02	252635.0	15787161.15	0
2004-06-03	75929.0	4693171.49	0
2004-06-04	233458.0	14380323.920000002	0
2004-06-07	214669.0	13242930.61	0
2004-06-08	47665.0	2928537.6	0
2004-06-10	42700.0	2626050.0	0
2004-06-15	42500.0	2643500.0	0
2004-12-13	43500.0	2960175.0	0
2004-12-14	12350.0	839305.9999999999	0
2005-02-01	33334.0	2297379.2800000003	0
2005-02-07	243.0	17029.44	1
2005-02-11	50000.0	3525000.0	0
2005-02-14	7813.0	555582.43	0
2005-02-17	25000.0	1800000.0	0
2005-05-09	33333.0	2367309.66	0
2005-05-12	10000.0	711300.0	0
2005-06-10	15000.0	1095000.0	0
2005-06-14	1000.0	999860000.0	1
2005-07-11	33333.0	2500641.66	0
2005-08-05	2000.0	152449.0	1
2005-08-08	33333.0	2536260.95	0
2005-08-15	20000.0	1490502.0	0
2005-09-06	1000.0	79380.0	1
2005-09-12	10000.0	803000.0	0
2005-09-19	10000.0	840000.0	0
2005-12-13	25000.0	2000443.0	0
2006-01-30	10000.0	753669.0	1
2006-01-31	2000.0	150720.0	1
2006-02-01	11000.0	834062.0	1
2006-02-10	1000.0	75510.0	1
2006-02-21	1000.0	75546.0	1
2006-05-24	2345.0	169789.05	1
2006-05-25	3000.0	216000.0	1
2006-05-31	1000.0	72310.0	1
2006-06-02	1000.0	73540.0	1
2006-06-05	231.0	17149.44	1
2006-08-09	4000.0	314000.0	1
2006-11-01	5000.0	414840.0	0
2006-11-15	25174.0	2011978.695	0
2006-11-16	50000.0	4049190.0	0
2006-11-21	2000.0	161878.0	1
2006-12-13	12000.0	988320.0	0
2006-12-15	3590.0	297000.7	0
2007-02-02	2000.0	173731.0	1
2007-02-02	390420.0	33291035.316	0
2007-02-08	195100.0	17078579.0	0
2007-02-09	4900.0	428865.0	0
2007-02-12	5000.0	437875.0	0
2007-02-15	25000.0	2167610.0	0
2007-02-21	2000.0	170420.0	0
2007-03-26	10000.0	890250.0	0
2007-04-02	197411.0	17774470.185999997	0
2007-04-25	10000.0	920436.0	0
2007-05-10	5000.0	449145.0	0
2007-05-15	25000.0	2271981.0	0
2007-06-07	3000.0	247574.0	1
2007-07-12	33334.0	2933392.0	0
2007-08-10	5000.0	451530.0	0
2007-08-15	25000.0	2189300.0	0
2007-09-05	5000.0	423677.0	1
2007-09-06	10000.0	849900.0	1
2007-09-14	4000.0	339536.0	0
2007-10-15	3277.0	287361.05	0
2007-10-29	19000.0	1710000.0	0
2007-10-31	10000.0	910130.0	0
2007-11-01	5400.0	496800.0	0
2007-11-05	14600.0	1343200.0	0
2007-11-12	5000.0	461246.0	0
2007-11-15	25000.0	2263064.0	0
2007-11-28	86666.0	4073313.0	0
2007-12-03	222946.0	10541029.12	0
2007-12-04	20000.0	950075.0	0
2007-12-05	113334.0	5544449.96	0
2008-02-04	20000.0	875853.0	1
2008-02-13	3200.0	137314.0	1
2008-02-15	181980.0	7689259.199999999	0
2008-05-15	184189.0	8374584.130000001	0
2008-08-15	184459.0	7819120.6286	0
2008-11-17	184344.0	6573394.832800001	0
2009-02-09	20000.0	718318.0	0
2009-03-02	5000.0	147316.0	1
2009-03-05	16624.0	460034.12	1
2009-03-10	35000.0	975800.0	0
2009-03-10	36500.0	1017160.6	1
2009-03-16	4100.0	123360.8	0
2009-03-18	4040.0	125425.436	0
2009-06-01	10000.0	325300.0	0
2009-06-12	75000.0	2493555.0	0
2009-06-18	45000.0	1485117.0	0
2009-07-01	15860.0	539240.0	0
2009-09-15	100000.0	3326800.0	0
2009-10-15	75000.0	2595037.4999999995	0
2009-10-19	8000.0	280000.0	0
2009-11-16	75000.0	2742037.5	0
2009-12-15	75000.0	2938522.5	0
2009-12-16	6868.0	270860.184	0
2010-05-11	490.0	20469.701	0
2010-12-06	34500.0	1449000.0	0
2010-12-13	470.0	19660.053	1
2011-03-21	16827.5992	749995.9997844801	1
2011-05-20	2075.7024	99998.0009712	1
2011-08-05	3659.2758	176332.40043508	1
2011-08-08	2500.0	117495.0	1
2011-08-09	8500.0	392066.35	1
2011-08-22	10000.0	487124.0	1
2011-12-05	979.7152	49998.00174464	1
2012-01-31	17800.0	881400.56	1
2012-02-06	5000.0	251630.5	1
2012-02-10	25000.0	1245500.0	1
2012-02-14	10000.0	502890.0	1
2012-02-21	1487.4653	74998.00042600001	1
2012-10-31	30000.0	1575000.0	0
2012-11-27	11875.0	603432.875	0
2012-12-07	11875.0	614650.0	0
2012-12-11	11875.0	612631.25	0
2012-12-14	11875.0	607798.125	0
2013-04-29	30000.0	1836480.0	0
2013-05-06	328.9415	19997.998492500003	1
2013-05-07	5000.0	302829.0	0
2013-05-10	6.07	360.8008	1
2013-06-13	286.0	16033.3316	1
2013-08-20	863.8963	49997.9983625	1
2013-11-07	3100.0	203178.03000000003	1
2013-11-20	148.8795	9998.0028225	1
2014-02-07	3600.0	238874.4	1
2014-05-05	5000.0	354841.5	1
2014-05-07	295.0	20934.8225	1
2014-05-21	3623.7136	250000.001264	1
2014-05-29	1195.0	81867.23000000001	1
2014-06-06	5058.0	356133.78	0
2014-08-06	15000.0	972981.0	1
2014-11-04	6925.0	499666.45	1
2014-11-05	2747.7543	201238.002475	1
2015-02-13	2500.0	182447.00000000003	0
2015-02-20	43389.9565	3195450.501445	1
2015-02-23	500.0	36898.0	1
2015-03-09	1200.0	83881.8	1
2015-03-10	17345.0	1210949.3605	1
2015-09-24	38698.0	1027743.574	1
2015-09-25	38698.0	1105381.2814	1
2015-09-28	52075.0	1441788.9517	1
2015-09-29	52075.0	1388782.7562	1
2015-09-30	51841.0	1366074.6638	1
2015-10-01	52075.0	1410118.095	1
2015-10-02	52075.0	1440332.3627	1
2015-10-06	64456.0	1791851.0176	1
2015-10-07	65172.0	1803858.2574	1
2015-10-08	65082.0	1902823.6894	1
2015-10-12	22793.0	682793.9458999999	1
2015-10-13	100.0	2999.0	1
2015-10-14	349.0	10466.51	1
2015-10-28	3349.0	99835.3645	1
2015-11-13	564.0	16907.9868	1
2015-12-02	500.0	14995.0	1
2015-12-03	22572.0	665508.3336	1
2015-12-04	23633.0	683493.6779	1
2015-12-07	28776.0	772380.2248	1
2015-12-08	28776.0	816597.8147999999	1
2015-12-09	28776.0	842767.0626000001	1
2015-12-10	28776.0	827567.4976	1
2015-12-11	28776.0	773544.8467999999	1
2015-12-14	44842.0	1176007.96	1
2015-12-15	25000.0	659753.64	1
2015-12-16	25000.0	679706.3482	1
2015-12-17	25000.0	682718.0572	1
2015-12-18	16915.0	471458.263	1
2016-01-08	1700.0	47583.0	1
2016-01-11	25000.0	686674.8855	1
2016-01-12	25000.0	664101.6486	1
2016-01-13	25000.0	659649.911	1
2016-01-14	25000.0	653122.5891	1
2016-01-15	25000.0	671357.3600000001	1
2016-01-19	25000.0	653421.0434000001	1
2016-01-20	25000.0	614871.0268	1
2016-01-21	24695.0	642065.0843	1
2016-01-22	6262.0	174696.6498	1
2016-01-25	24742.0	672141.6676	1
2016-01-26	24705.0	670040.104	1
2016-01-27	24900.0	671436.4715999999	1
2016-01-28	1950.0	54580.5	1
2016-01-29	9929.0	276406.4807	1
2016-02-01	25000.0	653435.0652	1
2016-02-02	25000.0	643192.46	1
2016-02-03	2594.0	180716.198	0
2016-02-03	23875.0	614043.5125000001	1
2016-02-04	9453.0	261311.4617	1
2016-02-05	100.0	2799.0	1
2016-02-05	3088.0	216564.528	0
2016-06-15	37382.0	1009224.2832	1
2016-06-16	37382.0	1010618.6318	1
2016-06-17	37382.0	997291.6644	1
2016-08-25	21991.0	546392.7842	1
2016-08-26	32346.0	821394.3239999999	1
2016-09-06	29046.0	738770.487	1
2016-09-13	28372.0	712917.43	1
2016-09-15	28372.0	714120.4027999999	1
2016-09-16	28372.0	706505.358	1
2016-11-04	15102.0	1124300.1042000002	0
2016-11-10	3500.0	248416.7	1
2017-02-03	3000.0	215014.5	0
2017-02-03	11000.0	788840.0	1
2017-02-10	34.0	2485.74	1
2017-02-21	46.0	3445.4	1
2017-03-14	5697.0	436117.8834	0
2017-05-22	31.0	2471.01	1
2017-06-14	11254.0	899683.0236	0
2017-11-03	5616.0	453270.168	0
2017-11-06	2665.0	214802.198	0
2018-02-28	2679.1427	199998.002555	1
2018-05-10	4000.0	253752.0	1
2018-08-28	10000.0	711500.0	1
2018-12-19	4052.9316	299997.997032	1
2019-01-29	48.0	3289.92	1
2019-02-05	2500.0	178275.0	0
2019-03-07	1215.0	92347.1685	0
2019-03-13	8515.0455	649995.9982425	1
2019-09-13	21400.0	1687321.52	1
2019-11-05	11500.0	948505.05	0
2019-11-06	1447.7504	117409.66193919998	0
2020-09-14	50000.0	4031666.53	0
