Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-08-06 16:00:00-04:00	-0.07		
2026-05-07 16:00:00-04:00	-0.08	-0.07	11.03
2026-02-26 16:00:00-05:00	-0.1	-0.09	8.19
2025-11-10 16:00:00-05:00	-0.1	-0.03	71.3
2025-08-07 16:00:00-04:00	-0.11	-0.13	-17.91
2025-05-08 16:00:00-04:00	-0.09	-0.07	17.86
2025-02-27 16:00:00-05:00	-0.07	-0.06	18.24
2024-11-12 16:00:00-05:00	-0.11	-0.1	6.39
2024-08-08 16:00:00-04:00	-0.1	-0.08	21.16
2024-05-06 16:00:00-04:00	-0.08	-0.06	25.67
2024-02-27 16:00:00-05:00	-0.09	-0.1	-5.63
2023-11-08 16:00:00-05:00	-0.09	-0.08	11.11
2023-08-08 16:00:00-04:00	-0.07	-0.05	28.38
2023-05-09 16:00:00-04:00	-0.1	-0.1	-3.99
2023-02-28 16:00:00-05:00	-0.06	-0.04	32.59
2022-11-09 16:00:00-05:00	-0.05	-0.03	34.12
2022-08-11 16:00:00-04:00	-0.06	-0.08	-25.61
2022-05-16 16:00:00-04:00	-0.05	-0.06	-10.89
2022-03-24 06:00:00-04:00	-0.05	0.37	840.0
2021-11-15 17:00:00-05:00	-0.12	-0.39	-225.0
