Date	Shares	Amount	BuyFlag
2004-02-02	9535.0	634268.2	0
2004-10-07	20999.0	1865088.51	0
2004-10-08	88216.0	7769183.119999999	0
2004-10-12	4862.0	418812.68	0
2005-02-03	9138.0	875905.57	0
2005-04-29	17220.0	1781581.2	0
2005-05-09	53263.0	5641071.48	0
2005-06-23	2800.0	164584.0	0
2005-10-06	40000.0	2504800.0	0
2005-11-04	15376.0	1029115.68	0
2006-01-11	19099.0	1156681.25	0
2006-03-07	1000.0	59830.0	1
2006-04-28	71098.0	4774268.17	0
2006-05-10	367.0	24834.89	1
2006-05-11	26278.0	1761910.68	0
2006-07-28	58878.0	3980972.36	0
2006-12-12	344687.0	24370902.86	0
2007-03-08	5000.0	338350.0	1
2007-05-07	218488.0	15235014.819999998	0
2007-05-11	22954.0	1615325.06	0
2007-08-09	205.0	16414.35	1
2007-12-21	122615.0	10599689.55	0
2008-02-29	374.024	30931.7848	0
2008-04-28	97800.0	8234768.7	0
2008-05-08	18334.0	1616824.1248	0
2008-05-15	59062.0	5264723.399999999	0
2008-06-09	28296.0	2677367.52	0
2009-11-13	5600.0	296072.56	0
2010-05-04	4014.0	235902.78	0
2010-05-26	4014.0	201986.487	0
2010-08-03	40200.0	2292433.14	0
2010-11-10	24400.0	1539442.36	0
2010-12-17	3100.0	201106.92	0
2011-02-03	94.0	6740.74	0
2011-03-03	63400.0	5035202.640000001	0
2012-02-01	3508.0	243050.026	0
2012-05-11	13259.0	713322.2669	0
2012-11-01	26191.0	1524654.0639	0
2013-02-07	6903.0	397543.77	0
2013-09-05	15000.0	1017501.0	0
2013-09-06	26222.0	1793681.8214	0
2013-11-14	14843.0	1091803.5824	0
2014-05-07	31614.0	2457449.615599999	0
2014-05-14	124631.0	9794413.7863	0
2014-06-06	31924.0	2580078.5256000003	0
2014-11-13	9000.0	629550.0	1
2014-11-14	22741.0	1612896.3286	0
2014-11-25	11370.0	827166.363	0
2015-05-04	808.0	54111.76	1
2015-05-19	1000.0	65189.9	1
2015-07-24	415.0	21961.8	1
2015-08-14	7000.0	349370.0	1
2015-09-14	156.0	7303.92	1
2015-10-30	165.0	8687.25	1
2015-11-19	15746.0	850284.0	0
2015-12-09	357.0	17325.21	1
2015-12-16	5000.0	249500.0	1
2015-12-29	1745.0	82852.59999999999	0
2016-01-29	1978.0	75618.93999999999	1
2016-02-04	127.0	4495.8	0
2016-02-05	2038.0	67294.76000000001	0
2016-02-22	0.34	11.471600000000002	0
2016-03-09	7500.0	294294.0	1
2016-08-01	19000.0	754930.0	1
2016-08-11	5000.0	202500.0	1
2017-05-19	9091.0	431589.7704	0
2017-12-11	2000.0	104120.0	1
2018-03-29	25000.0	1473905.0	0
2018-04-30	3716.0	243586.4012	0
2018-05-03	59389.0	3916532.3219	0
2018-05-07	50000.0	3372955.0000000005	0
2018-05-10	50000.0	3475275.0	0
2018-05-14	64184.0	4492880.0	0
2018-05-17	504.0	35784.0	0
2018-05-22	49496.0	3514216.0	0
2018-05-25	6763.0	439862.1385	0
2018-08-22	269496.0	19426663.5248	0
2018-09-10	18882.0	1343439.1944	0
2019-12-18	25628.0	1618984.83	0
2020-02-14	41882.0	2452371.1926	0
2020-05-13	2400.0	98472.0	1
2021-03-02	11134.0	591605.09	0
2021-06-02	5645.0	333055.0	0
2021-06-28	3334.0	198873.1	0
2021-08-09	22500.0	1248739.2000000002	1
2021-11-04	9200.0	686688.0	0
2021-11-23	24441.0	1809245.025	0
2021-12-09	28171.0	2063846.8994	0
2021-12-27	105098.0	7680172.9774	0
2021-12-29	3420.0	249123.06	0
2022-02-07	142500.0	13243727.22	0
2022-02-08	19200.0	1749644.16	0
2022-03-02	77100.0	7653185.01	0
2022-03-04	25300.0	2521667.0	0
2022-05-19	40603.0	4154982.1357	0
2022-05-25	19200.0	2121742.08	0
2022-06-07	584900.0	70898185.58	0
2022-08-08	2597.0	244054.6332	0
2022-09-14	10950.0	1275849.105	0
2022-11-07	2374.0	321985.62	0
2022-11-08	10950.0	1477183.47	0
2022-12-15	4860.0	547139.772	0
2023-02-17	6000.0	627000.0	1
2023-02-22	6000.0	618000.0	1
2023-05-08	1000.0	102080.0	0
2023-09-01	569400.0	69547370.1	0
2023-09-15	1849.0	231476.31	0
2023-09-27	30800.0	3813825.4	0
2023-11-09	44000.0	5044199.6	0
2024-02-20	4548.0	502781.4	0
2024-02-21	23372.0	2621695.67	0
2024-02-22	8505.0	953070.3	0
2024-03-22	45200.0	5574276.44	0
2024-03-25	619150.0	77963103.72	0
2024-08-13	55500.0	6000254.850000001	0
2024-12-17	10400.0	1017160.56	1
2024-12-20	2500.0	239674.75	1
2025-06-16	5300.0	499472.0	1
