Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-05-12 17:00:00-04:00	6.54
2026-02-09 16:00:00-05:00	6.77	7.14	5.47
2025-11-17 16:00:00-05:00	7.1	6.75	-4.93
2025-08-04 16:00:00-04:00	6.66	6.36	-4.5
2025-05-13 16:00:00-04:00	6.44	6.04	-6.14
2025-02-10 18:00:00-05:00	6.76	4.7	-30.47
2024-11-12 07:00:00-05:00	6.78	6.5	-4.06
2024-08-05 16:00:00-04:00	6.92	6.78	-1.95
2024-05-28 07:00:00-04:00	7.75	7.15	-7.68
2024-02-13 16:00:00-05:00	7.79	6.99	-10.21
2023-11-13 16:00:00-05:00	7.36	7.26	-1.36
2023-08-07 07:00:00-04:00	6.93	7.14	3.1
2023-05-15 16:00:00-04:00	5.9	7.14	21.02
2023-02-14 16:00:00-05:00	7.17	6.99	-2.51
2022-11-07 16:00:00-05:00	7.42	8.71	17.39
2022-08-01 17:00:00-04:00	5.86	7.59	29.52
2022-05-16 17:00:00-04:00	6.14	11.36	85.02
2022-02-07 16:00:00-05:00	4.95	6.1	23.23
2021-11-08 16:00:00-05:00	3.68	5.32	44.57
2021-08-02 16:00:00-04:00	3.05	3.34	9.51
2021-05-10 17:00:00-04:00	2.76	2.83	2.54
2021-02-16 07:00:00-05:00	2.27	2.29	0.88
2020-11-05 16:00:00-05:00	1.86	1.91	2.69
2020-08-03 16:00:00-04:00	1.42	1.71	20.42
2020-05-18 16:00:00-04:00	1.19	1.34	12.61
