Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-05-07 17:00:00-04:00	-0.32
2026-02-05 16:00:00-05:00	0.21	-1.32	-745.66
2025-11-25 16:00:00-05:00	0.54	0.16	-69.91
2025-08-07 16:00:00-04:00	0.07	0.79	1028.29
2025-05-08 16:00:00-04:00	-0.13	-0.49	-267.98
2025-02-06 16:00:00-05:00	-0.16	0.8	599.56
2024-12-02 16:00:00-05:00	-0.16	0.28	275.76
2024-08-09 16:00:00-04:00		-0.18
2024-05-09 09:00:00-04:00	0.09	0.04	-56.35
2024-02-08 16:00:00-05:00	-0.26	0.15	157.77
2023-11-30 16:00:00-05:00	-0.13	-0.4	-210.26
2023-08-09 16:00:00-04:00	-0.14	-0.12	11.57
2023-05-10 16:00:00-04:00	-0.21	-0.2	3.29
2023-02-09 16:00:00-05:00	-0.35	-0.41	-17.89
2022-12-15 06:00:00-05:00	-0.39	-0.61	-55.36
2022-08-09 16:00:00-04:00	-0.15	-0.44	-194.27
2022-05-10 16:00:00-04:00	0.27	0.1	-61.63
2022-02-09 16:00:00-05:00	0.31	0.25	-19.52
2021-12-14 17:00:00-05:00	0.07	0.27	279.57
2021-08-16 17:00:00-04:00	0.07	-0.32	-556.43
2021-05-06 17:00:00-04:00	-0.02	-0.06	-222.0
2021-02-12 06:00:00-05:00	-0.12	-0.27	-128.5
2020-12-17 17:00:00-05:00	-0.24	-0.12	49.5
2020-08-04 09:00:00-04:00	-1.03	-0.83	19.76
2020-05-11 16:00:00-04:00	-1.06	-0.81	23.53
