Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-11-09 07:00:00-05:00	1.36		
2026-08-10 07:00:00-04:00	1.11	1.48	32.82
2026-05-11 07:00:00-04:00	0.93	1.15	23.37
2026-02-09 07:00:00-05:00	0.92	1.04	13.21
2025-11-10 07:00:00-05:00	0.88	1.16	32.5
2025-08-11 07:00:00-04:00	0.86	1.09	26.98
2025-05-12 07:00:00-04:00	0.7	1.1	56.4
2025-02-10 07:00:00-05:00	0.79	1.08	36.75
2024-11-11 07:00:00-05:00	0.63	0.85	34.57
2024-08-12 07:00:00-04:00	0.56	0.94	67.25
2024-05-15 07:00:00-04:00	0.4	0.61	50.94
2024-02-12 07:00:00-05:00	0.32	0.65	100.23
2023-11-13 07:00:00-05:00	0.21	0.64	211.83
2023-08-14 07:00:00-04:00	0.21	0.41	99.74
2023-05-15 07:00:00-04:00	-0.29	0.14	148.55
2023-02-13 07:00:00-05:00	-0.36	0.44	223.46
2022-11-14 07:00:00-05:00	-0.54	0.05	109.23
2022-08-08 07:00:00-04:00	-0.75	-0.33	55.76
2022-05-16 07:00:00-04:00	-1.01	-0.96	5.37
2022-02-23 07:00:00-05:00	-0.52	-0.26	49.73
2021-11-10 07:00:00-05:00	-0.6	-0.26	56.43
2021-08-17 07:00:00-04:00	-1.0	-0.26	74.11
