Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-11-03 15:00:00-05:00	1.19		
2026-08-04 16:00:00-04:00	0.69	0.8	15.62
2026-05-05 16:00:00-04:00	0.54	0.61	13.47
2026-02-10 16:00:00-05:00	0.51	0.58	12.64
2025-11-04 16:00:00-05:00	0.39	0.49	25.6
2025-08-05 16:00:00-04:00	0.32	0.44	35.74
2025-05-06 16:00:00-04:00	0.28	0.33	16.3
2025-02-10 16:00:00-05:00	0.26	0.37	42.84
2024-11-04 16:00:00-05:00	0.17	0.23	34.97
2024-08-06 16:00:00-04:00	0.11	0.13	18.98
2024-05-08 06:00:00-04:00	0.07	0.27	315.22
