Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-10-27 16:00:00-04:00	1.82		
2026-07-20 20:00:00-04:00	1.92	1.99	3.19
2026-04-27 20:00:00-04:00	1.77	1.88	6.18
2026-01-28 17:00:00-05:00	1.48	1.51	2.25
2025-10-27 20:00:00-04:00	1.21	1.3	7.42
2025-07-29 17:00:00-04:00	1.06	1.16	9.6
2025-04-24 20:00:00-04:00	1.07	1.12	4.8
2025-02-12 08:00:00-05:00	0.96	0.95	-1.15
2024-10-22 07:00:00-04:00	1.03	1.07	3.93
2024-07-19 16:00:00-04:00	0.99	1.13	14.35
2024-04-24 20:00:00-04:00	0.7	0.87	24.94
2024-02-02 13:00:00-05:00	0.66	0.53	-19.85
2023-10-25 15:00:00-04:00	0.7	0.73	4.93
2023-07-28 09:00:00-04:00	0.75	0.65	-13.12
2023-04-27 16:00:00-04:00	0.93	0.96	2.97
2023-02-01 19:00:00-05:00	0.74	1.07	45.23
2022-10-28 17:00:00-04:00	0.49	0.61	24.68
2022-07-27 17:00:00-04:00	0.9	0.51	-42.83
2022-05-03 13:00:00-04:00	0.99	0.93	-6.12
2022-02-01 17:00:00-05:00	0.99	0.99	0.09
2021-10-25 20:00:00-04:00	1.08	1.03	-4.62
2021-07-25 20:00:00-04:00	1.08	1.11	2.29
2021-04-26 20:00:00-04:00	0.83	0.91	8.91
2021-01-24 19:00:00-05:00	0.63	0.7	10.76
2020-10-25 20:00:00-04:00	0.51	0.6	17.73
