Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-04-30 17:00:00-04:00	-0.35		
2026-03-02 17:00:00-05:00	-0.39	-1.88	-384.13
2025-10-30 17:00:00-04:00	-0.09	0.19	309.56
2025-07-31 16:00:00-04:00	-0.19	0.99	620.74
2025-05-01 16:00:00-04:00	-0.21	-0.9	-329.39
2025-02-24 16:00:00-05:00	0.14	0.44	217.28
2024-10-30 16:00:00-04:00	0.02	-0.2	-1120.5
2024-07-31 17:00:00-04:00	0.02	-0.42	-2219.0
2024-05-01 08:00:00-04:00	-0.21	0.72	443.52
2024-02-23 06:00:00-05:00	-0.29	0.47	260.34
2023-11-08 17:00:00-05:00	-0.28	-0.24	14.65
2023-08-09 17:00:00-04:00	-0.24	-0.24	-0.66
2023-05-10 16:00:00-04:00	-0.2	-0.29	-46.42
2023-03-02 17:00:00-05:00	-0.13	-0.34	-151.7
2022-11-07 17:00:00-05:00	-0.04	-0.16	-312.11
2022-08-15 18:00:00-04:00	-0.04	-0.65	-1529.5
2022-05-10 16:00:00-04:00	0.16	-0.05	-131.12
2022-03-16 17:00:00-04:00	0.39	0.02	-95.69
2021-11-15 16:00:00-05:00	0.36	-0.14	-138.37
2021-08-23 16:00:00-04:00	0.05	0.08	67.58
2021-05-17 17:00:00-04:00	0.2	0.09	-55.0
2021-03-31 17:00:00-04:00	-0.07	0.1	244.0
2020-11-09 16:00:00-05:00	-0.08	-0.04	52.21
2020-08-10 16:00:00-04:00	-0.17	-0.03	79.94
2020-05-08 17:00:00-04:00	-0.19	-0.12	39.16
