Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-08-10 16:00:00-04:00	0.07		
2026-05-06 16:00:00-04:00	-0.18	-0.12	32.47
2026-02-04 16:00:00-05:00	-0.21	-0.34	-63.01
2025-11-24 16:00:00-05:00	0.24	0.13	-43.94
2025-08-11 16:00:00-04:00	0.01	0.06	296.43
2025-05-07 16:00:00-04:00	-0.22	-0.24	-10.3
2025-02-10 16:00:00-05:00	-0.19	-0.32	-66.83
2024-11-25 16:00:00-05:00	0.29	0.3	2.67
2024-08-07 16:00:00-04:00	-0.11	0.01	110.65
2024-05-08 16:00:00-04:00		-0.03	-475.22
2024-02-07 16:00:00-05:00	-0.15	-0.08	48.21
2023-11-28 17:00:00-05:00	-0.06	0.03	156.25
2023-08-10 16:00:00-04:00	-0.18	-0.13	24.26
2023-05-10 17:00:00-04:00	-0.21	-0.21	-1.56
2023-02-08 19:00:00-05:00	-0.23	-0.22	5.83
2022-12-12 17:00:00-05:00	-0.28	-0.36	-29.07
2022-08-15 16:00:00-04:00	-0.3	-0.86	-187.57
2022-05-11 18:00:00-04:00	-0.28	-1.0	-254.91
2022-02-09 19:00:00-05:00	-0.31	-0.82	-161.37
2021-12-08 20:00:00-05:00	-0.27	-0.13	50.69
