Metric	Value
longBusinessSummary	BlackRock, Inc. is a publicly owned investment manager. The firm primarily provides its services to institutional, intermediary, and individual investors including corporate, public, union, and industry pension plans, insurance companies, third-party mutual funds, endowments, public institutions, governments, foundations, charities, sovereign wealth funds, corporations, official institutions, and banks. It also provides global risk management and advisory services. The firm manages separate client-focused equity, fixed income, and balanced portfolios. It also launches and manages open-end and closed-end mutual funds, offshore funds, unit trusts, and alternative investment vehicles including structured funds. The firm launches equity, fixed income, balanced, and real estate mutual funds. It also launches equity, fixed income, balanced, currency, commodity, and multi-asset exchange traded funds. The firm also launches and manages hedge funds. It invests in the public equity, fixed income, real estate, currency, commodity, and alternative markets across the globe. The firm primarily invests in growth and value stocks of small-cap, mid-cap, SMID-cap, large-cap, and multi-cap companies. It also invests in dividend-paying equity securities. The firm invests in investment grade municipal securities, government securities including securities issued or guaranteed by a government or a government agency or instrumentality, corporate bonds, and asset-backed and mortgage-backed securities. It employs fundamental and quantitative analysis with a focus on bottom-up and top-down approach to make its investments. The firm employs liquidity, asset allocation, balanced, real estate, and alternative strategies to make its investments. In real estate sector, it seeks to invest in Poland and Germany. The firm benchmarks the performance of its portfolios against various S&P, Russell, Barclays, MSCI, Citigroup, and Merrill Lynch indices. BlackRock, Inc. was founded in 1988 and is based in New York, New York with additional offices in Atlanta, Georgia; Boston, Massachusetts; Chicago, Illinois; Dallas, Texas; Denver, Colorado; Greenwich, Connecticut; Houston, Texas; Miami, Florida; Newport Beach, California; Palo Alto, California; Philadelphia, Pennsylvania; Princeton, New Jersey; San Francisco, California; Santa Monica, California; Seattle, Washington; Washington, DC; West Palm Beach, Florida; Wilmington, Delaware; Mexico; Canada; South Africa; Netherlands; Greece; Serbia; Belgium; Hungary; Denmark; Ireland; Scotland; Germany; Switzerland; England; Luxembourg; Spain; Italy; France; Sweden; Austria; India; China; Australia; Hong Kong; South Korea; Singapore; Taiwan; Japan; Colombia; Argentina; Peru; Chile; Brazil; UAE; Saudi Arabia; Israel.
longName	BlackRock, Inc.
market	us_market
marketCap	158451974144
marketState	POSTPOST
maxAge	86400
messageBoardId	finmb_403413
mostRecentQuarter	1774915200
netIncomeToCommon	6255000064
nextFiscalYearEnd	1798675200
nonDilutedMarketCap	162511358404
numberOfAnalystOpinions	16
open	1041.12
operatingCashflow	4075000064
operatingMargins	0.35638002
overallRisk	8
payoutRatio	0.5376
pegRatio	1.33
phone	212 810 5300
postMarketChange	-1.7199707
postMarketChangePercent	-0.16850398
postMarketPrice	1019.01
postMarketTime	1780358284
previousClose	1046.88
priceEpsCurrentYear	19.215864
priceHint	2
priceToBook	2.7975168
priceToSalesTrailing12Months	6.180356
profitMargins	0.24396999
quickRatio	1.596
quoteSourceName	Delayed Quote
quoteType	EQUITY
recommendationKey	buy
recommendationMean	1.58824
region	US
regularMarketChange	-26.15
regularMarketChangePercent	-2.4979
regularMarketDayHigh	1053.24
regularMarketDayLow	1015.31
regularMarketDayRange	1015.31 - 1053.24
regularMarketOpen	1041.12
regularMarketPreviousClose	1046.88
regularMarketPrice	1020.73
regularMarketTime	1780344002
regularMarketVolume	904782
returnOnAssets	0.03615
returnOnEquity	0.118990004
revenueGrowth	0.27
revenuePerShare	165.351
sector	Financial Services
sectorDisp	Financial Services
sectorKey	financial-services
shareHolderRightsRisk	1
sharesOutstanding	155233989
sharesPercentSharesOut	0.0139
sharesShort	2161477
sharesShortPreviousMonthDate	1776211200
sharesShortPriorMonth	1916015
shortName	BlackRock, Inc.
shortPercentOfFloat	0.014199999
shortRatio	3.63
sourceInterval	15
state	NY
symbol	BLK
targetHighPrice	1393.0
targetLowPrice	1140.0
targetMeanPrice	1251.25
targetMedianPrice	1250.0
totalCash	13144999936
totalCashPerShare	84.679
totalDebt	14965000192
totalRevenue	25638000640
tradeable	False
trailingAnnualDividendRate	21.36
trailingAnnualDividendYield	0.020403486
trailingEps	39.78
trailingPE	25.659376
trailingPegRatio	1.3286
triggerable	True
twoHundredDayAverage	1077.5929
twoHundredDayAverageChange	-56.862915
twoHundredDayAverageChangePercent	-0.052768458
typeDisp	Equity
volume	904782
website	https://www.blackrock.com
zip	10001
