Metric	Value
fiftyTwoWeekLowChange	15.200005
fiftyTwoWeekLowChangePercent	0.18710001
fiftyTwoWeekRange	81.24 - 211.478
financialCurrency	USD
firstTradeDateMilliseconds	1340976600000
floatShares	1043008440
forwardEps	5.01549
forwardPE	19.22843
freeCashflow	4951625216
fullExchangeName	NYSE
fullTimeEmployees	29187
gmtOffSetMilliseconds	-14400000
governanceEpochDate	1775001600
graham_intrinsic_value	40.25
grossMargins	0.77533996
grossProfits	10295000064
hasPrePostMarketData	True
heldPercentInsiders	0.002
heldPercentInstitutions	0.90695
impliedSharesOutstanding	1046000000
industry	Software - Application
industryDisp	Software - Application
industryKey	software-application
isEarningsDateEstimate	False
language	en-US
lastFiscalYearEnd	1767139200
lastSplitDate	1766016000
lastSplitFactor	5:1
longBusinessSummary	ServiceNow, Inc. provides cloud-based solution for digital workflows in the North America, Europe, the Middle East and Africa, Asia Pacific, and internationally. The company provides asset management, integrated risk management, IT service management, Operational Technology management, Security Operations, strategic portfolio management, IT operations management products; customer service management product; field service management applications; and sales and order management services. It also offers human resources delivery; legal and contract operations; workplace service delivery products; app engine product; automation engine; platform privacy and security product; and source-to-pay operations. In addition, the company provides RaptorDB, a database built to manage workloads at scale; ServiceNow Impact that provides customers with software tools, guided plans, and AI-driven recommendations; customer support; and workflow data fabric. It serves government, financial services, healthcare and life science, manufacturing, Public Sector, retail, technology, and Telecom sectors through service providers and resale partners. The company has a strategic collaboration with Cohesity, Inc. to develop, operate, and safeguard autonomous AI agents and data with enterprise-grade reliability. The company was formerly known as Service-now.com and changed its name to ServiceNow, Inc. in May 2012. ServiceNow, Inc. was founded in 2004 and is headquartered in Santa Clara, California.
longName	ServiceNow, Inc.
market	us_market
marketCap	100876238848
marketState	POSTPOST
maxAge	86400
messageBoardId	finmb_22967487
mostRecentQuarter	1767139200
netIncomeToCommon	1748000000
nextFiscalYearEnd	1798675200
nonDilutedMarketCap	97595599667
numberOfAnalystOpinions	41
open	97.61
operatingCashflow	5443999744
operatingMargins	0.16508
overallRisk	3
payoutRatio	0.0
phone	408 501 8550
postMarketChange	0.11999512
postMarketChangePercent	0.12442463
postMarketPrice	96.56
postMarketTime	1776383993
previousClose	94.19
priceEpsCurrentYear	23.15575
priceHint	2
priceToBook	7.7906137
priceToSalesTrailing12Months	7.5972466
profitMargins	0.13165
quickRatio	0.86
quoteSourceName	Nasdaq Real Time Price
quoteType	EQUITY
recommendationKey	strong_buy
recommendationMean	1.42553
region	US
regularMarketChange	2.25
regularMarketChangePercent	2.38879
regularMarketDayHigh	99.3889
regularMarketDayLow	95.372
regularMarketDayRange	95.372 - 99.3889
regularMarketOpen	97.61
regularMarketPreviousClose	94.19
regularMarketPrice	96.44
regularMarketTime	1776369602
regularMarketVolume	19664585
returnOnAssets	0.053850003
returnOnEquity	0.15488
revenueGrowth	0.207
revenuePerShare	12.807
sector	Technology
sectorDisp	Technology
sectorKey	technology
shareHolderRightsRisk	2
sharesOutstanding	1036156701
sharesPercentSharesOut	0.028800001
sharesShort	29878635
sharesShortPreviousMonthDate	1772150400
sharesShortPriorMonth	26455406
shortName	ServiceNow, Inc.
shortPercentOfFloat	0.028900001
shortRatio	1.79
sourceInterval	15
state	CA
symbol	NOW
syntheticPEG	5.655420588235294
targetHighPrice	260.0
targetLowPrice	100.0
targetMeanPrice	174.50684
targetMedianPrice	175.0
totalCash	6284000256
totalCashPerShare	6.008
totalDebt	2403000064
totalRevenue	13278000128
tradeable	False
trailingAnnualDividendRate	0.0
trailingAnnualDividendYield	0.0
trailingEps	1.67
trailingPE	57.748505
trailingPegRatio	0.9028
triggerable	True
twoHundredDayAverage	156.3253
twoHundredDayAverageChange	-59.8853
twoHundredDayAverageChangePercent	-0.3830813
typeDisp	Equity
volume	19664585
website	https://www.servicenow.com
zip	95054
