Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-05-19 16:00:00-04:00	1.57		
2026-02-04 16:00:00-05:00	0.98	-0.9	-192.23
2025-10-28 16:00:00-04:00	1.01	1.06	4.95
2025-07-30 16:00:00-04:00	0.92	1.06	14.8
2025-05-20 16:00:00-04:00	0.96	1.12	17.28
2025-02-04 16:00:00-05:00	0.79	0.92	16.46
2024-10-29 16:00:00-04:00	0.92	0.97	5.24
2024-07-30 16:00:00-04:00	0.87	1.04	20.23
2024-05-21 16:00:00-04:00	0.76	0.77	0.79
2024-01-30 16:00:00-05:00	0.59	0.74	25.42
2023-11-01 16:00:00-04:00	0.66	0.89	35.36
2023-08-02 16:00:00-04:00	0.44	0.85	92.09
2023-05-24 16:00:00-04:00	0.47	0.67	41.55
2023-02-01 16:00:00-05:00	0.43	0.48	12.94
2022-11-02 16:00:00-04:00	0.37	0.48	31.51
2022-08-03 16:00:00-04:00	0.12	0.32	166.67
2022-05-25 16:00:00-04:00	0.5	0.57	15.15
2022-02-02 16:00:00-05:00	0.23	0.31	37.78
2021-11-02 16:00:00-04:00	0.29	0.15	-48.28
2021-08-04 16:00:00-04:00	0.27	0.2	-24.53
2021-05-26 16:00:00-04:00	0.27	0.51	91.25
2021-02-04 16:00:00-05:00	0.28	0.41	46.43
2020-11-05 16:00:00-05:00	0.04	0.43	975.0
2020-08-04 17:00:00-04:00	-0.12	-0.09	27.03
2020-05-28 16:00:00-04:00	0.09	0.24	166.67
