Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-11-18 07:00:00-05:00	-1.28		
2026-08-13 07:00:00-04:00	-0.34	3.53	1150.6
2026-05-20 07:00:00-04:00	-0.28	8.65	3166.38
2026-03-17 07:00:00-04:00	7.38	5.88	-20.27
2025-11-19 06:00:00-05:00	-0.42	-2.47	-480.47
2025-08-20 07:00:00-04:00	-0.65	-0.46	29.12
2025-05-20 07:00:00-04:00	-0.9	3.91	534.44
2025-03-19 07:00:00-04:00	-1.15	22.51	2057.39
2024-11-19 07:00:00-05:00	-1.13	-1.12	1.18
2024-08-21 07:00:00-04:00	-1.59	-1.3	18.5
2024-05-22 07:00:00-04:00	-1.87	-1.96	-4.77
2024-03-26 07:00:00-04:00	-2.3	-0.9	60.75
2023-11-22 07:00:00-05:00	-2.35	-2.37	-1.03
2023-08-22 07:00:00-04:00	-2.18	-1.31	39.87
2023-05-25 07:00:00-04:00	-2.83	-2.67	5.65
2023-03-15 07:00:00-04:00	-2.65	-2.11	20.59
2022-11-21 16:00:00-05:00	-2.35	-1.93	18.01
2022-08-23 07:00:00-04:00	-1.34	-2.12	-58.34
2022-05-18 18:00:00-04:00	-1.26	-3.15	-150.46
2022-03-22 07:00:00-04:00	-1.42	-1.96	-38.21
2021-11-16 07:00:00-05:00	-0.79	-1.85	-132.97
2021-08-17 07:00:00-04:00	-0.9	-1.79	-98.15
2021-05-19 16:00:00-04:00	-0.34	-1.66	-387.78
2021-03-10 16:00:00-05:00	-0.62	-1.7	-172.17
2020-11-16 16:00:00-05:00	-0.28	-1.42	-399.3
