Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-08-10 16:00:00-04:00	0.2		
2026-05-11 17:00:00-04:00	0.26	0.24	-7.46
2026-03-16 17:00:00-04:00	0.28	0.76	171.07
2025-11-10 16:00:00-05:00	0.25	0.34	39.88
2025-08-11 16:00:00-04:00	0.2	0.32	60.0
2025-05-12 16:00:00-04:00	0.22	0.3	39.53
2025-03-17 17:00:00-04:00	0.28	0.09	-67.84
2024-11-14 16:00:00-05:00	0.26	0.27	4.75
2024-08-14 16:00:00-04:00	0.34	0.99	191.71
2024-05-15 16:00:00-04:00	0.39	0.4	3.9
2024-03-27 16:00:00-04:00	0.44	0.67	52.39
2023-11-09 16:00:00-05:00	0.4	0.55	37.5
2023-08-10 16:00:00-04:00	0.22	0.47	115.19
2023-05-15 17:00:00-04:00	0.2	0.24	22.92
2023-03-30 17:00:00-04:00	0.17	0.2	18.64
2022-11-14 16:00:00-05:00	0.18	0.07	-60.51
2022-08-11 16:00:00-04:00	0.16	0.16	1.38
2022-05-12 16:00:00-04:00	0.09	0.16	88.94
2022-03-29 17:00:00-04:00	0.07	0.23	224.86
2021-11-15 17:00:00-05:00	0.07	0.09	31.89
2021-08-16 17:00:00-04:00	0.06	0.1	68.25
2021-05-17 16:00:00-04:00	0.05	0.09	105.33
2021-03-31 17:00:00-04:00	0.13	0.06	-49.2
2020-11-16 17:00:00-05:00	0.12	0.12	-3.2
2020-08-14 16:00:00-04:00	0.12	0.13	9.46
