Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-02-05 02:00:00-05:00	0.05	0.01	-79.53
2025-11-06 01:00:00-05:00	0.45	0.29	-35.25
2025-08-07 02:00:00-04:00	0.16	0.18	10.97
2025-02-05 19:00:00-05:00	0.43	0.68	56.27
2024-10-31 02:00:00-04:00	0.99	0.97	-1.95
2024-08-07 02:00:00-04:00	0.25	0.19	-25.59
2024-05-02 01:00:00-04:00	0.12	0.11	-6.07
2024-02-08 02:00:00-05:00	-0.15	-0.13	12.54
2023-11-03 03:00:00-04:00	0.03	0.14	366.83
2023-08-04 01:00:00-04:00	0.22	0.38	74.85
2023-02-08 01:00:00-05:00	1.4	1.35	-3.47
2022-11-02 02:00:00-04:00	2.27	2.41	5.97
2022-08-03 01:00:00-04:00	2.02	2.3	13.7
2022-05-04 01:00:00-04:00	1.98	3.98	100.82
