Metric	Value
nextFiscalYearEnd	1798675200
nonDilutedMarketCap	214340838104
numberOfAnalystOpinions	20
open	230.5
operatingCashflow	13991999488
operatingMargins	0.13809
overallRisk	7
payoutRatio	0.59470004
pegRatio	2.17
phone	914 499 1900
postMarketChange	-0.27999878
postMarketChangePercent	-0.12015053
postMarketPrice	232.76
postMarketTime	1777417928
previousClose	228.05
priceEpsCurrentYear	18.782309
priceHint	2
priceToBook	6.687903
priceToSalesTrailing12Months	3.1784601
profitMargins	0.15606
quickRatio	0.644
quoteSourceName	Nasdaq Real Time Price
quoteType	EQUITY
recommendationKey	buy
recommendationMean	2.14286
region	US
regularMarketChange	4.98999
regularMarketChangePercent	2.18811
regularMarketDayHigh	233.555
regularMarketDayLow	228.47
regularMarketDayRange	228.47 - 233.555
regularMarketOpen	230.5
regularMarketPreviousClose	228.05
regularMarketPrice	233.04
regularMarketTime	1777406403
regularMarketVolume	5065819
returnOnAssets	0.05369
returnOnEquity	0.35772
revenueGrowth	0.095
revenuePerShare	73.707
sector	Technology
sectorDisp	Technology
sectorKey	technology
shareHolderRightsRisk	4
sharesOutstanding	939885280
sharesPercentSharesOut	0.023599999
sharesShort	22172935
sharesShortPreviousMonthDate	1773360000
sharesShortPriorMonth	22177166
shortName	International Business Machines
shortPercentOfFloat	0.026199998
shortRatio	4.66
sourceInterval	15
state	NY
symbol	IBM
targetHighPrice	335.0
targetLowPrice	195.0
targetMeanPrice	281.6765
targetMedianPrice	287.5
totalCash	11783000064
totalCashPerShare	12.537
totalDebt	69802000384
totalRevenue	68910997504
tradeable	False
trailingAnnualDividendRate	6.72
trailingAnnualDividendYield	0.029467221
trailingEps	11.31
trailingPE	20.604773
trailingPegRatio	2.1356
triggerable	True
twoHundredDayAverage	273.83014
twoHundredDayAverageChange	-40.790146
twoHundredDayAverageChangePercent	-0.14896148
typeDisp	Equity
volume	5065819
website	https://www.ibm.com
zip	10504
