Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-02-25 16:00:00-05:00	0.61		
2025-11-18 16:00:00-05:00	0.27	0.29	7.96
2025-08-06 16:00:00-04:00	0.05	0.11	111.34
2025-05-14 16:00:00-04:00	-0.28	-0.07	75.12
2025-02-18 16:00:00-05:00	0.41	0.34	-17.92
2024-11-19 16:00:00-05:00	0.73	0.71	-2.69
2024-08-07 16:00:00-04:00	0.83	0.78	-5.57
2024-05-22 17:00:00-04:00	0.9	0.87	-3.06
2024-02-13 06:00:00-05:00	0.59	0.73	22.93
2023-11-13 17:00:00-05:00	0.24	0.34	39.39
2023-08-03 16:00:00-04:00	0.51	0.47	-7.64
2023-05-16 17:00:00-04:00	0.29	0.36	25.8
2023-02-16 17:00:00-05:00	0.84	0.9	7.52
2022-11-16 16:00:00-05:00	1.38	1.33	-3.64
2022-08-04 17:00:00-04:00	1.87	2.0	6.92
2022-05-24 17:00:00-04:00	1.4	1.72	23.28
2022-02-16 17:00:00-05:00	2.52	2.96	17.31
2021-11-16 17:00:00-05:00	2.14	2.19	2.46
2021-08-05 17:00:00-04:00	1.43	1.26	-12.09
2021-05-19 17:00:00-04:00	0.42	0.36	-13.25
2021-02-17 16:00:00-05:00	0.23	0.3	33.33
2020-11-16 18:00:00-05:00	0.3	0.28	-6.67
2020-08-05 17:00:00-04:00	-0.31	-0.19	39.68
2020-05-26 17:00:00-04:00	-0.07	-0.23	-228.57
2020-02-18 19:00:00-05:00	0.15	0.36	140.0
