Date	Open	High	Low	Close	Volume
2018-01-02	102.88	104.7	102.27	103.16	4669200
2018-01-03	104.9	106.14	104.62	104.03	3888700
2018-01-04	106.0	107.66	105.77	105.4	4540200
2018-01-05	107.76	108.3	107.2	106.8	3368400
2018-01-08	108.0	109.14	107.57	107.55	2933600
2018-01-09	109.0	109.34	108.25	107.84	3302300
2018-01-10	108.68	109.49	108.23	107.49	3113300
2018-01-11	109.0	109.4	108.67	107.79	3668100
2018-01-12	109.23	110.71	108.91	108.92	5749500
2018-01-16	110.85	111.44	108.23	107.58	5790800
2018-01-17	109.75	110.38	109.23	108.72	4254700
2018-01-18	110.23	112.17	110.22	110.43	3842800
2018-01-19	112.21	112.4	111.61	110.59	3120900
2018-01-22	111.63	112.96	111.01	111.53	2214700
2018-01-23	113.18	113.76	112.68	111.88	2816800
2018-01-24	113.63	113.84	112.5	111.5	4975500
2018-01-25	113.28	113.47	111.9	110.62	4715100
2018-01-26	112.72	113.92	112.03	112.34	3927400
2018-01-29	113.7	114.41	112.85	111.94	3181500
2018-01-30	112.42	113.45	111.84	110.88	3737700
2018-01-31	113.06	114.52	112.64	112.54	4181800
2018-02-01	113.3	114.27	112.53	111.39	4302800
2018-02-02	112.03	112.35	110.71	109.45	4403800
2018-02-05	109.15	111.61	107.5	106.36	6124000
2018-02-06	105.01	109.62	103.69	108.25	6857900
2018-02-07	109.07	112.29	108.81	108.73	4515400
2018-02-08	110.1	110.18	104.0	102.78	6803800
2018-02-09	105.32	108.11	102.37	105.7	6615800
2018-02-12	107.7	109.48	106.26	107.25	4624100
2018-02-13	108.01	108.08	105.93	106.4	7542800
2018-02-14	106.73	109.22	106.73	107.71	7428000
2018-02-15	112.31	113.43	110.05	111.76	8341900
2018-02-16	112.84	114.15	112.67	111.51	4667300
2018-02-20	112.45	115.26	112.28	112.98	4287800
2018-02-21	114.77	115.67	114.17	113.11	4976500
2018-02-22	114.52	115.0	112.48	111.64	4763400
2018-02-23	113.63	114.96	112.74	113.58	4173500
2018-02-26	116.11	116.8	115.37	115.25	5418900
2018-02-27	117.3	117.61	115.76	115.07	5908200
2018-02-28	117.0	118.15	116.22	114.85	9684400
2018-03-01	120.91	122.47	118.05	118.0	15555500
2018-03-02	118.65	122.33	117.64	120.46	10627500
2018-03-05	120.0	122.94	119.66	121.03	10121300
2018-03-06	122.87	124.69	122.75	122.99	8154800
2018-03-07	123.38	125.77	123.18	123.83	6750400
2018-03-08	125.76	127.29	125.7	124.84	6127900
2018-03-09	127.19	127.5	126.25	125.88	5637800
2018-03-12	127.87	128.2	126.78	125.26	5609800
2018-03-13	127.89	128.11	125.73	125.21	4641800
2018-03-14	127.05	128.87	126.51	126.45	5402400
2018-03-15	128.0	128.46	126.67	125.69	4603500
2018-03-16	127.29	127.95	125.69	124.46	6662900
2018-03-19	125.03	125.76	123.47	123.48	6830400
2018-03-20	124.59	126.83	124.45	123.62	7113600
2018-03-21	121.56	124.02	120.2	120.24	14824000
2018-03-22	120.4	120.66	117.44	116.62	10950500
2018-03-23	118.01	118.08	114.31	113.06	10902100
2018-03-26	118.24	119.26	115.04	117.54	13171700
2018-03-27	120.09	120.16	112.72	112.44	8304700
2018-03-28	113.15	114.86	111.34	111.52	6489500
2018-03-29	113.91	117.26	112.52	114.9	7794700
2018-04-02	115.91	117.68	113.61	113.92	6461300
2018-04-03	116.76	117.45	114.6	115.09	5193300
2018-04-04	114.06	119.68	114.0	118.05	6389300
2018-04-05	120.4	121.04	118.67	117.61	5052400
2018-04-06	118.1	118.98	114.95	114.71	5385500
2018-04-09	117.14	119.23	117.14	115.78	4104200
2018-04-10	118.92	120.12	117.68	118.06	3693000
2018-04-11	119.33	120.71	118.87	117.73	3059400
2018-04-12	120.0	121.73	119.34	119.94	4419900
2018-04-13	121.94	121.94	118.5	117.58	4933100
2018-04-16	120.95	120.98	118.66	117.98	4464700
2018-04-17	120.4	123.86	120.01	121.87	5524600
2018-04-18	123.53	124.74	122.23	122.97	4321800
2018-04-19	124.04	124.52	123.18	122.57	3657000
2018-04-20	124.01	124.38	122.05	121.35	2971000
2018-04-23	123.19	124.57	121.24	120.43	3932700
2018-04-24	123.34	123.53	116.91	116.46	5379300
2018-04-25	117.77	118.23	115.04	115.91	5080500
2018-04-26	118.7	122.07	118.16	119.38	4998800
2018-04-27	121.63	121.64	119.55	118.78	3801200
2018-04-30	120.87	121.7	119.78	119.54	2788300
2018-05-01	120.88	123.32	120.42	121.63	3873900
2018-05-02	122.29	123.97	121.74	121.35	3671000
2018-05-03	122.62	125.0	121.67	122.92	4435600
2018-05-04	124.38	125.84	122.98	123.62	6341200
2018-05-07	125.79	127.69	125.46	125.45	4342000
2018-05-08	126.59	128.96	126.5	127.2	4467800
2018-05-09	128.88	129.74	127.33	128.17	4605300
2018-05-10	129.95	131.0	129.05	129.05	3772400
2018-05-11	130.0	130.85	128.89	129.06	3233200
2018-05-14	130.79	131.0	127.16	126.16	4169800
2018-05-15	126.93	128.59	126.09	126.59	2933100
