Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-07-29 16:00:00-04:00	0.9		
2026-04-29 16:00:00-04:00	0.67	0.75	12.36
2026-02-04 16:00:00-05:00	0.68	0.7	2.56
2025-10-29 16:00:00-04:00	0.6	0.67	11.2
2025-07-30 16:00:00-04:00	0.52	0.58	11.0
2025-04-30 16:00:00-04:00	0.4	0.5	26.58
2025-02-05 16:00:00-05:00	0.47	0.6	26.76
2024-10-30 16:00:00-04:00	0.41	0.41	0.61
2024-07-31 08:00:00-04:00	0.34	0.39	14.71
2024-05-01 08:00:00-04:00	0.27	0.31	13.76
2024-02-07 08:00:00-05:00	0.36	0.41	13.1
2023-11-01 08:00:00-04:00	0.28	0.43	56.36
2023-08-02 08:00:00-04:00	0.2	0.32	60.0
2023-05-03 04:00:00-04:00	0.19	0.18	-4.0
2023-02-08 16:00:00-05:00	0.38	0.41	7.19
2022-11-02 16:00:00-04:00	0.44	0.56	28.74
2022-08-03 16:00:00-04:00	0.33	0.54	64.47
2022-05-04 16:00:00-04:00	0.23	0.24	2.86
2022-02-09 16:00:00-05:00	0.31	0.34	9.68
2021-10-27 16:00:00-04:00	0.34	0.34	0.99
2021-07-28 16:00:00-04:00	0.3	0.36	21.35
2021-04-28 16:00:00-04:00	0.23	0.23	-0.62
2021-02-03 16:00:00-05:00	0.25	0.37	46.33
2020-10-28 16:00:00-04:00	0.19	0.25	28.67
2020-07-29 16:00:00-04:00	0.14	0.31	121.43
