Metric	Value
nonDilutedMarketCap	19723203205
numberOfAnalystOpinions	4
open	198.8
operatingCashflow	324280000
operatingMargins	0.08599
overallRisk	1
payoutRatio	0.0
pegRatio	0.36
phone	714 327 3000
postMarketChange	0.3600006
postMarketChangePercent	0.18278782
postMarketPrice	197.31
postMarketTime	1779839997
previousClose	189.92
priceEpsCurrentYear	53.774746
priceHint	2
priceToBook	11.553351
priceToSalesTrailing12Months	6.590062
profitMargins	0.06291
quickRatio	1.522
quoteSourceName	Nasdaq Real Time Price
quoteType	EQUITY
recommendationKey	strong_buy
recommendationMean	1.25
region	US
regularMarketChange	7.029999
regularMarketChangePercent	3.7015579
regularMarketDayHigh	200.642
regularMarketDayLow	189.0101
regularMarketDayRange	189.0101 - 200.642
regularMarketOpen	198.8
regularMarketPreviousClose	189.92
regularMarketPrice	196.95
regularMarketTime	1779825600
regularMarketVolume	3368369
returnOnAssets	0.04863
returnOnEquity	0.114029996
revenueGrowth	0.304
revenuePerShare	30.106
sector	Technology
sectorDisp	Technology
sectorKey	technology
shareHolderRightsRisk	2
sharesOutstanding	103850059
sharesPercentSharesOut	0.0339
sharesShort	3516086
sharesShortPreviousMonthDate	1774915200
sharesShortPriorMonth	3784200
shortName	TTM Technologies, Inc.
shortPercentOfFloat	0.0478
shortRatio	1.7
sourceInterval	15
state	CA
symbol	TTMI
targetHighPrice	182.0
targetLowPrice	160.0
targetMeanPrice	174.25
targetMedianPrice	177.5
totalCash	414279008
totalCashPerShare	3.989
totalDebt	1049308032
totalRevenue	3103653120
tradeable	False
trailingAnnualDividendRate	0.0
trailingAnnualDividendYield	0.0
trailingEps	1.84
trailingPE	107.03804
trailingPegRatio	None
triggerable	True
twoHundredDayAverage	84.9907
twoHundredDayAverageChange	111.9593
twoHundredDayAverageChangePercent	1.3173124
typeDisp	Equity
volume	3368369
website	https://www.ttm.com
zip	92707
