Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-04-29 17:00:00-04:00	1.12
2026-01-28 16:00:00-05:00	1.35	1.33	-1.23
2025-10-29 16:00:00-04:00	1.11	1.1	-0.59
2025-07-30 16:00:00-04:00	1.12	1.33	19.26
2025-04-30 16:00:00-04:00	1.05	1.06	1.28
2025-01-29 16:00:00-05:00	1.24	1.29	4.1
2024-10-23 16:00:00-04:00	0.98	0.9	-8.13
2024-07-30 16:00:00-04:00	1.0	1.05	4.84
2024-04-24 09:00:00-04:00	0.94	0.93	-1.03
2024-01-30 16:00:00-05:00	1.12	1.18	5.83
2023-10-25 16:00:00-04:00	0.91	0.92	1.19
2023-07-27 16:00:00-04:00	0.93	0.83	-11.21
2023-04-26 16:00:00-04:00	0.92	0.9	-1.93
2023-01-31 16:00:00-05:00	1.09	1.14	5.02
2022-10-26 16:00:00-04:00	1.0	1.01	0.52
2022-07-28 08:00:00-04:00	0.94	0.95	1.18
2022-04-27 16:00:00-04:00	0.71	0.67	-5.72
2022-01-27 16:00:00-05:00	0.97	0.95	-2.53
2021-10-20 07:00:00-04:00	0.93	0.88	-5.5
2021-07-28 16:00:00-04:00	1.01	1.03	2.24
2021-04-21 16:00:00-04:00	0.86	0.9	3.78
2021-01-27 16:00:00-05:00	1.0	1.01	0.88
2020-10-20 08:00:00-04:00	0.85	0.82	-2.59
2020-07-22 09:00:00-04:00	0.75	0.81	8.12
2020-04-21 16:00:00-04:00	0.82	0.88	7.45
