Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-11-24 07:00:00-05:00	10.94		
2026-08-20 05:00:00-04:00	10.82	8.52	-21.26
2026-05-13 05:00:00-04:00	5.74	0.62	-89.2
2026-03-19 05:00:00-04:00	10.94	7.09	-35.18
2025-11-25 05:00:00-05:00	5.78	4.36	-24.55
2025-08-29 05:00:00-04:00	15.47	14.75	-4.66
2025-05-15 05:00:00-04:00	12.81	12.52	-2.3
2025-02-20 05:00:00-05:00	19.38	21.39	10.4
2024-11-15 06:00:00-05:00	14.77	15.06	1.95
2024-08-15 06:00:00-04:00	14.94	16.44	10.03
2024-05-14 06:00:00-04:00	10.24	10.14	-0.93
2024-02-07 06:00:00-05:00	19.0	18.97	-0.16
2023-11-16 06:00:00-05:00	15.11	15.63	3.44
2023-08-10 06:00:00-04:00	14.46	17.37	20.1
2023-05-18 07:00:00-04:00	9.51	10.71	12.62
2023-02-23 06:00:00-05:00	16.45	19.26	17.07
2022-11-17 06:00:00-05:00	11.6	12.92	11.4
2022-08-04 06:00:00-04:00	10.5	11.73	11.72
2022-05-26 07:00:00-04:00	7.12	7.95	11.64
2022-02-24 07:00:00-05:00	16.05	16.87	5.11
2021-11-18 06:00:00-05:00	12.44	11.2	-9.96
2021-08-03 06:00:00-04:00	14.28	16.6	16.28
2021-05-13 07:00:00-04:00	11.35	10.32	-9.1
2021-02-02 07:00:00-05:00	20.7	22.03	6.41
2020-11-05 06:00:00-05:00	13.91	17.97	29.18
