Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-08-31 08:00:00-04:00	2.62		
2026-05-21 20:00:00-04:00	1.58	1.55	-1.78
2026-02-27 05:00:00-05:00	1.13	1.03	-8.61
2025-11-21 01:00:00-05:00	0.24	0.19	-20.34
2025-08-29 01:00:00-04:00	0.55	0.36	-34.08
2025-05-23 01:00:00-04:00	0.22	0.18	-19.73
2025-02-27 19:00:00-05:00	0.2	0.2	-1.55
2024-11-27 01:00:00-05:00	0.38	0.34	-10.69
2024-08-30 02:00:00-04:00	0.67	0.62	-7.76
2024-05-30 10:00:00-04:00	0.67	0.62	-8.09
2024-02-29 03:00:00-05:00	0.45	0.46	2.67
2023-11-30 01:00:00-05:00	0.49	0.36	-25.79
2023-08-24 01:00:00-04:00	0.82	0.94	14.73
2023-05-31 04:00:00-04:00	0.82	0.87	5.67
2023-02-28 02:00:00-05:00	1.03	0.97	-5.87
2022-11-30 01:00:00-05:00	0.35	0.37	5.71
2022-08-25 04:00:00-04:00	0.2	0.21	5.0
2022-05-24 04:00:00-04:00	-0.01	-0.01	
2022-03-17 16:00:00-04:00	-0.01	-0.02	-100.0
2021-11-29 01:00:00-05:00	-0.16	-0.18	-12.5
2021-08-26 04:00:00-04:00	-0.11	-0.07	36.36
2021-05-27 01:00:00-04:00	-0.08	0.04	150.0
2021-02-18 20:00:00-05:00	-0.01	-0.1	-700.0
2020-11-25 01:00:00-05:00	0.36	0.29	-18.88
2020-08-27 01:00:00-04:00	1.01	1.04	2.46
