Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-11-02 07:00:00-05:00	-0.16		
2026-08-04 07:00:00-04:00	-0.13	-0.15	-10.81
2026-05-05 07:00:00-04:00	-0.04	-0.19	-437.43
2026-02-24 07:00:00-05:00	0.07	-0.14	-290.92
2025-11-03 07:00:00-05:00	0.06	0.1	60.0
2025-08-07 07:00:00-04:00	0.06	0.08	33.33
2025-05-06 07:00:00-04:00	0.04	0.02	-46.67
2025-02-25 07:00:00-05:00	0.05	0.14	199.98
2024-10-31 07:00:00-04:00	0.03	-0.01	-130.77
2024-08-13 07:00:00-04:00	0.06	-0.01	-115.79
2024-05-07 07:00:00-04:00		0.21	8184.0
2024-03-05 07:00:00-05:00	0.06	0.1	78.61
2023-11-08 07:00:00-05:00	0.01	0.02	42.86
2023-08-08 07:00:00-04:00	0.06	0.04	-33.33
2023-05-09 07:00:00-04:00	0.02	0.03	50.0
2023-03-14 07:00:00-04:00	-0.07	-0.09	-28.57
2022-11-14 07:00:00-05:00	-0.07	-0.06	14.29
