Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-07-31 08:00:00-04:00	0.16		
2026-04-28 02:00:00-04:00	0.1	0.05	-52.89
2025-10-31 01:00:00-04:00	0.21	0.24	12.37
2025-08-01 02:00:00-04:00	0.14	0.15	3.74
2025-04-28 02:00:00-04:00	0.08	0.02	-71.62
2025-01-31 00:00:00-05:00	0.18	0.19	3.08
2024-11-01 01:00:00-04:00	0.2	0.16	-21.01
2024-07-30 02:00:00-04:00	0.1	0.2	99.73
2024-04-26 02:00:00-04:00	0.04	0.02	-54.21
2024-01-31 01:00:00-05:00	0.15	0.24	54.78
2023-11-01 02:00:00-04:00	0.14	0.14	-4.56
