Metric	Value
open	47.21
operatingCashflow	6358000128
operatingMargins	0.087
overallRisk	6
payoutRatio	0.5093
pegRatio	0.85
phone	678 259 9860
postMarketChange	-0.034202576
postMarketChangePercent	-0.069012456
postMarketPrice	49.5258
postMarketTime	1784066684
previousClose	46.72
priceEpsCurrentYear	14.163949
priceHint	2
priceToBook	2.5291686
priceToSalesTrailing12Months	1.650049
profitMargins	0.040110003
quickRatio	0.566
quoteSourceName	Nasdaq Real Time Price
quoteType	EQUITY
recommendationKey	buy
recommendationMean	2.09091
region	US
regularMarketChange	1.6199989
regularMarketChangePercent	3.4667215
regularMarketDayHigh	49.68
regularMarketDayLow	47.01
regularMarketDayRange	47.01 - 49.68
regularMarketOpen	47.21
regularMarketPreviousClose	46.72
regularMarketPrice	48.34
regularMarketTime	1784749266
regularMarketVolume	11496334
returnOnAssets	0.01966
returnOnEquity	0.06315
revenueGrowth	0.4
revenuePerShare	29.125
sector	Technology
sectorDisp	Technology
sectorKey	technology
shareHolderRightsRisk	6
sharesOutstanding	1324203521
sharesPercentSharesOut	0.0512
sharesShort	67772233
sharesShortPreviousMonthDate	1780012800
sharesShortPriorMonth	62145275
shortName	Hewlett Packard Enterprise Comp
shortPercentOfFloat	0.0583
shortRatio	1.69
sourceInterval	15
state	TX
symbol	HPE
targetHighPrice	80.0
targetLowPrice	28.0
targetMeanPrice	64.12947
targetMedianPrice	67.0
totalCash	5292000256
totalCashPerShare	3.996
totalDebt	21304000512
totalRevenue	38793998336
tradeable	False
trailingAnnualDividendRate	0.545
trailingAnnualDividendYield	0.01166524
trailingEps	1.07
trailingPE	45.177567
trailingPegRatio	0.8512
triggerable	True
twoHundredDayAverage	28.5703
twoHundredDayAverageChange	19.769701
twoHundredDayAverageChangePercent	0.6919669
typeDisp	Equity
volume	11496334
website	https://www.hpe.com
zip	77389
