Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-05-11 17:00:00-04:00	-0.22		
2026-03-02 16:00:00-05:00	-0.17	-0.14	18.08
2025-11-06 16:00:00-05:00	-0.2	-0.12	42.3
2025-08-11 16:00:00-04:00	-0.18	-0.26	-44.28
2025-05-12 16:00:00-04:00	-0.22	-0.12	47.44
2025-02-27 16:00:00-05:00	-0.26	-0.39	-52.52
2024-11-07 16:00:00-05:00	-0.26	-0.23	12.06
2024-08-08 16:00:00-04:00	-0.29	-0.27	6.23
2024-05-09 16:00:00-04:00	-0.3	-0.13	55.36
2024-02-26 16:00:00-05:00	-0.28	-0.26	7.77
2023-11-09 16:00:00-05:00	-0.3	-0.22	26.22
2023-08-10 17:00:00-04:00	-0.32	-0.29	7.24
2023-05-11 17:00:00-04:00	-0.32	-0.31	4.03
2023-03-09 16:00:00-05:00	-0.31	-0.3	5.17
2022-11-10 16:00:00-05:00	-0.28	-0.24	12.95
2022-08-10 16:00:00-04:00	-0.21	-0.21	2.76
2022-05-12 07:00:00-04:00	-0.15	-0.17	-11.27
2022-03-14 16:00:00-04:00	-0.42	0.14	132.83
2021-11-12 17:00:00-05:00	-0.19	-1.56	-718.84
