Date	Sentiment_Daily	News_Volume
2025-11-03	0.0000	1
2025-11-06	0.0000	1
2025-12-10	0.0000	1
2025-12-23	0.3000	1
2026-01-02	-0.0670	1
2026-01-06	0.0000	1
2026-01-09	0.0000	1
2026-01-12	0.0000	1
2026-01-23	0.0000	1
2026-01-26	0.4000	1
2026-01-28	0.1110	3
2026-01-29	0.0000	1
2026-01-30	0.1330	1
2026-01-31	0.0000	1
2026-02-02	-0.0418	4
2026-02-03	0.1445	2
2026-02-04	-0.0506	5
2026-02-05	0.0000	1
2026-02-06	0.1240	1
2026-02-07	-0.1420	1
2026-02-08	-0.0060	1
2026-02-09	0.0000	1
2026-02-11	-0.0780	2
2026-02-12	0.0000	1
2026-02-13	0.0895	4
2026-02-14	0.1310	7
2026-02-15	0.0150	5
2026-02-16	0.1014	14
2026-02-17	0.0674	16
2026-02-18	0.0229	36
2026-02-19	0.0632	24
2026-02-20	0.0578	13
2026-02-21	0.0000	1
2026-02-22	0.2389	14
2026-02-23	-0.0017	28
2026-02-24	0.1332	6
2026-02-25	0.1190	2
2026-02-26	0.2720	1
2026-02-27	0.0000	1
2026-02-28	-0.0500	2
2026-03-01	-0.0427	6
2026-03-02	0.0964	56
2026-03-03	0.0434	51
2026-03-04	0.1342	27
2026-03-05	0.0972	41
2026-03-06	0.1453	33
2026-03-07	-0.0775	2
