Date	Open	High	Low	Close	Volume
2018-01-02	202.12	207.57	201.45	178.85	3054473
2018-01-03	207.3	210.77	206.29	181.09	2667654
2018-01-04	211.35	214.52	211.12	183.91	3227096
2018-01-05	214.54	218.69	212.43	184.63	3554100
2018-01-08	216.68	217.7	215.06	186.53	2427396
2018-01-09	217.57	218.37	215.15	185.9	2045540
2018-01-10	213.78	216.54	212.43	186.08	2040700
2018-01-11	216.36	218.53	215.66	188.29	2050256
2018-01-12	218.57	219.1	217.21	188.75	1666539
2018-01-16	219.4	220.11	215.32	187.17	2070733
2018-01-17	218.08	219.1	216.0	188.5	1710222
2018-01-18	219.4	221.32	218.09	188.97	2361747
2018-01-19	219.81	221.1	217.42	190.46	1762716
2018-01-22	220.02	220.87	218.61	190.16	1248818
2018-01-23	220.75	220.75	218.63	188.86	1467855
2018-01-24	219.53	219.89	216.62	187.75	1764330
2018-01-25	218.45	218.45	214.96	186.1	1989944
2018-01-26	216.37	216.76	214.09	186.66	1889050
2018-01-29	215.55	218.01	215.37	185.86	1431245
2018-01-30	214.78	215.02	209.11	181.53	3047151
2018-01-31	212.49	215.29	210.85	182.24	2189869
2018-02-01	208.02	214.08	207.36	181.79	2876762
2018-02-02	209.98	210.51	206.06	177.65	2053855
2018-02-05	203.45	208.81	200.13	172.53	2873411
2018-02-06	196.97	204.77	195.41	173.7	4177454
2018-02-07	200.61	205.05	200.25	174.37	1886444
2018-02-08	202.78	202.78	192.7	166.13	3394631
2018-02-09	189.93	192.59	182.27	163.38	6395245
2018-02-12	190.82	194.5	189.69	166.58	3309995
2018-02-13	192.38	194.63	190.75	166.85	1908286
2018-02-14	193.19	195.27	192.47	167.2	2255021
2018-02-15	194.94	197.53	192.32	170.12	2119256
2018-02-16	196.62	199.61	195.49	169.54	1832709
2018-02-20	196.1	196.86	193.59	167.31	1396621
2018-02-21	194.2	199.64	194.2	168.92	1590093
2018-02-22	196.74	199.99	196.66	170.4	1716924
2018-02-23	200.02	203.26	199.44	175.12	2242363
2018-02-26	203.87	205.6	201.45	176.71	1904066
2018-02-27	205.18	206.22	200.33	172.7	1729582
2018-02-28	201.1	202.74	198.44	171.08	2158595
2018-03-01	198.51	201.83	195.4	169.2	2442040
2018-03-02	194.67	195.66	191.78	167.54	2146806
2018-03-05	192.91	195.9	191.14	167.98	1320672
2018-03-06	196.27	197.12	194.67	168.74	1780711
2018-03-07	193.39	196.14	192.99	167.8	2045416
2018-03-08	195.0	195.01	190.31	166.96	2280338
2018-03-09	195.35	199.35	194.15	171.93	2041073
2018-03-12	199.1	200.24	197.95	171.53	1584881
2018-03-13	199.5	203.66	198.86	174.47	2420446
2018-03-14	203.26	203.46	198.69	171.79	1910271
2018-03-15	199.48	202.76	199.21	172.13	2149536
2018-03-16	200.23	204.77	199.85	175.35	2689247
2018-03-19	202.43	203.71	198.47	173.67	2462144
2018-03-20	201.89	204.69	200.95	175.32	4217042
2018-03-21	203.26	207.9	200.65	173.26	6011032
2018-03-22	198.23	198.23	189.68	164.38	5274002
2018-03-23	191.02	192.38	184.45	159.66	3308878
2018-03-26	188.36	193.46	186.56	166.88	3300315
2018-03-27	193.65	194.42	187.9	163.25	2366711
2018-03-28	189.07	190.98	187.29	163.36	2335562
2018-03-29	190.93	195.47	190.81	167.06	2387064
2018-04-02	192.74	194.91	189.52	165.94	2561300
2018-04-03	192.76	194.43	191.04	167.7	1911264
2018-04-04	190.58	192.67	187.37	166.12	2516003
2018-04-05	192.84	194.96	191.13	167.72	1431618
2018-04-06	192.81	193.09	186.71	163.01	1795727
2018-04-09	189.93	192.09	188.61	163.03	1719281
2018-04-10	191.78	194.0	190.93	165.59	2046657
2018-04-11	190.27	192.51	189.99	165.59	1124346
2018-04-12	193.02	196.28	192.93	168.31	1449240
2018-04-13	196.31	198.99	195.89	170.1	2049884
2018-04-16	197.92	202.32	197.92	173.96	1758993
2018-04-17	202.84	203.99	201.76	175.33	1677584
2018-04-18	203.25	207.47	201.47	177.78	2713074
2018-04-19	205.46	205.46	201.12	175.04	1841520
2018-04-20	202.83	203.44	197.82	171.93	1877013
2018-04-23	199.31	200.95	198.77	173.12	1010050
2018-04-24	201.76	204.59	196.0	170.85	2255890
2018-04-25	197.8	199.85	196.27	171.78	1633156
2018-04-26	199.19	201.89	197.09	171.8	2120124
2018-04-27	198.98	202.17	197.99	174.17	1543308
2018-04-30	202.33	203.82	198.77	171.99	1989819
2018-05-01	199.22	200.09	196.02	170.22	1984855
2018-05-02	196.44	196.54	192.38	167.4	1814218
2018-05-03	192.79	196.45	190.66	168.48	1682051
2018-05-04	193.84	198.34	192.24	170.42	1227970
2018-05-07	197.98	198.81	195.25	169.15	1623973
2018-05-08	194.18	197.69	194.12	168.34	2087983
2018-05-09	195.9	196.87	194.26	169.88	1723377
2018-05-10	197.14	200.01	197.01	172.34	1530029
2018-05-11	200.02	203.22	199.81	174.56	2409029
2018-05-14	203.55	204.5	202.05	174.88	1300072
2018-05-15	201.03	201.11	198.43	172.09	2033006
2018-05-16	199.66	200.42	198.66	171.93	1366589
2018-05-17	199.59	201.64	199.26	172.87	1345244
2018-05-18	199.74	201.23	198.8	173.55	1483864
2018-05-21	202.26	205.43	202.0	177.18	1717792
2018-05-22	205.6	206.53	203.34	175.74	1255023
2018-05-23	203.08	203.08	200.34	174.26	1373539
2018-05-24	201.6	203.07	200.24	175.15	1856908
2018-05-25	202.14	204.01	202.14	174.98	1043929
