Date	Shares	Amount	BuyFlag
2003-07-31	1300.0	83329.99999999999	1
2003-08-08	200000.0	12976131.0	0
2003-08-11	4000.0	263292.0	0
2003-08-12	30000.0	1992477.0	0
2003-08-14	53800.0	3606620.0	0
2003-10-08	20000.0	1350001.0	0
2003-10-13	63000.0	4490100.0	0
2003-10-14	61130.0	4472661.300000001	0
2003-10-16	30000.0	2216309.0	0
2003-11-03	3000.0	228870.00000000003	0
2003-11-14	4500.0	345855.0	0
2003-12-31	5000.0	341708.0	1
2004-02-11	2000.0	138800.0	0
2004-03-19	136000.0	9724000.0	0
2004-03-24	2000.0	142300.0	0
2004-03-31	3000.0	224555.0	0
2004-04-12	50000.0	3737638.0	0
2004-04-13	3000.0	225525.0	0
2004-04-15	3000.0	224223.0	0
2004-04-20	4000.0	294218.0	0
2004-05-11	2000.0	141726.0	0
2004-05-13	3627.0	256634.33	0
2004-06-24	43125.0	3435656.25	0
2004-07-13	10446.0	831019.5599999999	0
2004-09-28	30000.0	2545954.0	0
2004-12-17	65956.0	6567064.8	0
2004-12-20	16954.0	1698887.05	0
2005-01-07	50000.0	4799361.0	0
2005-01-12	15445.0	0.0	0
2005-05-02	3000.0	254400.0	0
2005-07-01	3000.0	244470.0	0
2005-07-25	40000.0	3371320.0	0
2005-10-03	3000.0	260640.0	0
2005-10-24	11288.0	1023695.48	0
2005-12-22	64165.0	6706068.65	0
2006-01-03	83000.0	8444641.0	0
2006-01-04	19250.0	2012830.15	0
2006-01-12	66000.0	6605758.0	0
2006-01-20	14000.0	1451373.0	0
2006-01-30	3000.0	307528.0	0
2006-01-31	3500.0	356127.0	0
2006-03-23	2000.0	223835.0	0
2006-06-22	10641.0	1201439.46	0
2006-06-23	13500.0	1554997.0	0
2006-07-17	4000.0	434200.0	0
2006-07-28	250.0	25898.7	1
2006-09-27	27280.0	3000929.35	0
2006-10-03	10000.0	1096315.0	0
2006-10-05	15000.0	1692606.0	0
2006-10-17	439.0	49980.15	1
2006-10-24	871.0	100051.77	1
2006-11-14	6392.0	737691.68	0
2006-12-22	650.0	69647.5	1
2007-01-17	8000.0	888960.0	0
2007-01-25	7130.0	788068.5	0
2007-02-01	3000.0	334821.0	0
2007-02-05	5000.0	569505.0	0
2007-02-14	31050.0	3599572.0	0
2007-03-30	40.0	4307.6	1
2007-04-20	75000.0	8254044.5	0
2007-04-26	1487.0	161250.28	0
2007-05-07	213654.0	23505946.44	0
2007-07-12	64773.0	7377644.7	0
2007-07-19	16000.0	1877860.0	0
2007-07-23	80000.0	9223191.38	0
2007-08-08	8800.0	976020.0	0
2007-08-14	9800.0	1068946.907	0
2007-10-16	155.0	16335.45	1
2007-10-23	6202.0	641705.0	0
2007-12-26	239.0	22033.41	1
2007-12-26	50000.0	4606782.29	0
2008-01-09	20.0	1634.1999999999998	1
2008-02-13	5000.0	445000.0	1
2008-03-24	50000.0	4515166.83	0
2008-03-25	20000.0	1833382.7	0
2008-03-31	175800.0	16322110.0	0
2008-04-01	10000.0	964015.0	0
2008-04-07	4800.0	462390.0	0
2008-05-14	10710.0	978500.43	0
2008-06-19	7500.0	616904.0800000001	1
2008-06-26	2000.0	157060.0	1
2008-07-01	2500.0	189974.8	1
2008-10-14	2750.0	202973.18	1
2008-10-24	2500.0	142925.0	1
2008-10-28	2500.0	136000.0	1
2008-10-31	3800.0	249041.0	1
2009-05-04	40000.0	2360000.0	0
2009-05-05	44000.0	2650310.2500000005	0
2009-05-06	283350.0	17383975.86	0
2009-06-18	300.0	15596.1	1
2009-07-30	92600.0	6299985.44	0
2009-09-18	67711.0	5182337.47	0
2009-09-23	35000.0	2670724.0	0
2009-10-15	4000.0	322630.68000000005	0
2009-10-20	8000.0	650402.23	0
2009-10-22	500.0	39424.3	1
2009-12-18	410.0	34996.37	1
2009-12-18	72531.0	6159361.5324	0
2010-03-19	63781.0	5861261.2	0
2010-03-22	27945.0	2518045.7040000004	0
2010-03-24	60285.0	5460497.369700001	0
2010-03-29	183350.0	16901606.369999997	0
2010-03-31	408.0	37441.752	1
2010-04-01	4000.0	371000.4	0
2010-04-06	20250.0	1870688.925	0
2010-06-21	427.0	34039.159	1
2010-10-08	229.0	20094.292	1
2010-12-17	2390.0	222486.7	0
2010-12-20	21500.0	1999777.35	0
2010-12-29	216.0	20038.104	1
2011-01-18	7000.0	669518.0	0
2011-03-30	31250.0	2931068.75	0
2011-04-01	21000.0	1995044.1	0
2011-04-21	278900.0	26171948.11	0
2011-05-10	4000.0	383145.89	0
2011-06-28	267.0	24986.928	1
2011-07-01	8821.0	850326.7579999999	0
2011-07-21	9651.0	905582.31	0
2011-09-27	140.0	9967.44	1
2011-09-28	6500.0	453079.85	1
2011-11-04	3000.0	245075.5	0
2011-12-16	79733.0	6756805.1259	0
2012-01-10	5000.0	444759.0	0
2012-01-13	8400.0	757712.27	0
2012-01-19	4000.0	367560.0	0
2012-01-23	45000.0	4097286.0	0
2012-02-10	4786.0	454160.66	0
2012-04-17	8000.0	722140.8	0
2012-05-03	280000.0	24923612.0	0
2012-06-20	10181.0	929356.0568	0
2012-07-02	50000.0	4498100.0	0
2012-07-20	48135.0	4428420.0	0
2012-08-02	5000.0	438250.0	1
2012-10-16	218.0	20022.646	1
2012-11-13	3933.0	358656.1695	0
2012-12-20	282713.0	26179582.0275	0
2013-02-01	17810.0	1817613.798	0
2013-04-04	202000.0	19451347.6	0
2013-04-05	3500.0	331800.0	0
2013-04-25	6542.0	616799.386	0
2013-05-03	4089.0	388455.0	0
2013-05-06	27502.0	2639377.9408	0
2013-06-25	7000.0	683870.6000000001	0
2013-07-09	21225.0	2247499.9109	0
2013-07-12	4400.0	453304.28	0
2013-07-16	4977.0	515061.82000000007	0
2013-07-19	1629.0	176270.0175	0
2013-07-23	5339.0	570311.5775	0
2013-08-01	59628.0	6539688.312	0
2013-08-08	11700.0	1276555.41	0
2013-09-19	8842.0	1027951.442	0
2013-10-18	12920.0	1630723.64	0
2013-12-19	78700.0	10938636.5348	0
2014-01-15	3817.0	543889.48	0
2014-01-17	11016.0	1555887.7224	0
2014-03-31	18210.0	2406613.569	0
2014-04-21	236900.0	32312804.65	0
2014-04-24	17856.0	2435501.2608000003	0
2014-05-08	14500.0	1977527.4	0
2014-05-12	6000.0	838744.52	0
2014-09-18	9786.0	1566957.5972000002	0
2014-09-22	3257.0	515243.7206	0
2014-09-30	44786.0	7306486.5692	0
2014-10-02	34425.0	5475564.765	0
2014-10-06	14508.0	2379264.1236	0
2014-10-24	3700.0	606475.29	0
2014-10-31	3000.0	505356.3804	0
2014-11-06	12862.0	2200518.088	0
2014-12-18	34425.0	5889869.640000001	0
2014-12-19	26797.0	4671148.9708	0
2014-12-22	75735.0	13253625.0	0
2015-01-09	180200.0	31149367.3051	0
2015-05-08	4400.0	763608.12	0
2015-09-21	1572.0	228251.4132	0
2015-12-18	72654.0	10767454.5619	0
2015-12-22	6177.0	904470.3135	0
2016-03-18	53264.0	8552600.48	0
2016-04-04	3900.0	638706.12	0
2016-04-21	50264.0	8375123.3928	0
2016-04-22	149736.0	24852567.3624	0
2016-07-22	5000.0	792125.0	0
2016-08-02	7400.0	1179770.9	0
2016-08-05	2882.0	468697.3544	0
2016-08-11	5000.0	822569.5	0
2016-09-28	62666.0	11065847.8619	0
2016-10-10	80080.0	13901271.384	0
2016-11-08	10280.0	1868081.6	0
2016-12-22	36529.0	7016360.61	0
2017-01-25	34580.0	6612387.6	0
2017-03-23	44699.0	8690305.52	0
2017-04-05	11499.0	2275532.5104	0
2017-04-07	4400.0	864067.6	0
2017-05-02	135000.0	25518307.5	0
2017-06-22	61867.0	13035836.8501	0
2017-06-23	13073.0	2820308.9996	0
2017-06-29	609.0	131620.49039999998	0
2017-07-31	2208.0	459562.08	0
2017-09-21	16750.0	3682402.575	0
2017-09-29	14964.0	3379619.4	0
2017-10-26	11150.0	2547342.38	0
2017-11-01	3980.0	897702.93	0
2017-11-02	3730.0	841860.2540000001	0
2017-12-21	28070.0	7006493.728999999	0
2018-01-02	46555.0	11894261.4361	0
2018-01-05	3016.0	802404.6888	0
2018-02-06	80.0	19836.896	1
2018-04-18	128400.0	32864180.5664	0
2018-09-19	1160.0	281123.564	0
2018-10-17	1000.0	225156.4	1
2019-01-02	7000.0	1140445.6	1
2019-02-04	2300.0	419159.82	0
2019-03-21	27000.0	4679210.1977	0
2019-03-27	3000.0	525315.0	0
2019-04-05	155650.0	29547014.4034	0
2019-07-11	10880.0	1749152.528	0
2019-07-12	600.0	100614.0	1
2019-07-24	23100.0	4060561.9191	0
2019-09-27	1750.0	253750.0	1
2019-10-31	5000.0	758750.0	1
2019-11-01	5000.0	782500.0	1
2019-12-20	10000.0	1482200.0	1
2020-03-19	18829.0	2080421.3114	0
2020-03-20	5000.0	560200.0	1
2020-05-07	155750.0	18333983.3616	0
2020-07-06	15170.0	2359980.709	0
2020-07-08	21480.0	3383772.324	0
2020-07-16	8750.0	1456658.0	0
2020-07-22	2200.0	361966.0	1
2020-07-23	302.0	50059.52	1
2020-07-24	61.0	10096.903	1
2020-08-07	4123.0	717929.0	0
2020-08-12	3258.0	664748.6255	0
2020-08-13	6200.0	1261414.8	0
2020-09-17	4314.0	1049868.8448	0
2020-09-18	24981.0	6149285.4885	0
2020-09-22	808.0	192203.0	0
2020-09-23	14155.0	3517192.8025	0
2020-09-28	9040.0	2311151.1730000004	0
2020-09-29	9823.0	2503148.38	0
2020-10-05	6845.0	1781734.3339999998	0
2020-10-06	4970.0	1307531.953	0
2020-10-07	7333.0	1981171.276	0
2020-10-16	7322.0	2073713.4096	0
2020-10-19	8795.0	2547125.0	0
2020-10-29	13065.0	3410487.6	0
2020-11-02	14211.0	3732108.3	0
2021-02-08	3000.0	770683.5	0
2021-03-22	10000.0	2732971.0	0
2021-04-15	102000.0	29582235.656	0
2021-05-03	33696.0	10147295.7737	0
2021-05-04	10000.0	3002735.0	0
2021-05-05	22397.0	6852587.637499999	0
2021-05-10	18125.0	5716960.0353	0
2021-05-11	4158.0	1261993.7484	0
2021-06-29	16005.0	4743630.16	0
2021-07-12	16235.0	4864941.136	0
2022-04-14	3720.0	767867.52	0
2022-06-30	607.0	138466.6364	1
2022-07-06	900.0	207040.5	1
2022-07-08	12310.0	2838849.723	0
2022-07-26	12310.0	2765650.77	0
2022-07-29	7335.0	1692367.875	0
2022-08-05	7026.0	1666248.838	0
2022-08-12	11235.0	2571081.4395	0
2022-09-26	1500.0	215119.6	1
2023-01-03	280.0	49232.68	1
2023-04-06	830.0	193288.5325	1
2023-04-06	16663.0	3867800.9	0
2023-04-10	3606.0	836194.3910000001	0
2023-04-11	136300.0	31647407.5815	0
2023-04-12	1080.0	249204.6	1
2023-06-27	10801.0	2577186.6463	0
2023-06-28	19270.0	4740420.0	0
2023-07-20	5745.0	1504473.5984999998	0
2023-10-06	13348.0	3447121.0	0
2023-12-26	200.0	50643.36	1
2023-12-28	1000.0	252020.0	1
2024-03-26	2749.0	794764.2147	0
2024-03-27	6145.0	1769904.4075	0
2024-03-28	11911.0	3423908.4599999995	0
2024-04-04	1325.0	368662.5675	0
2024-04-05	18384.0	5047341.907199999	0
2024-04-08	2550.0	703009.5	0
2024-04-09	113400.0	31105700.46	0
2024-06-28	96475.0	28506006.987400003	0
2024-07-02	1369.0	407560.7461000001	0
2024-07-03	116.0	34711.840000000004	0
2024-07-11	2535.0	758831.463	0
2024-07-17	8421.0	2611717.7571	0
2024-07-18	1958.0	607821.9400000001	0
2024-12-26	333.0	91929.1455	1
2025-01-07	1000.0	273980.0	1
2025-01-07	2576.0	713373.4832	0
2025-01-14	3980.0	1100256.672	0
2025-03-24	4770.0	1153624.5	0
2025-03-27	6155.0	1499050.25	0
2025-04-11	123850.0	25122520.643	0
2025-07-07	2123.0	513235.25	0
2025-07-08	3610.0	860240.979	0
2025-07-09	3610.0	855353.4	0
2025-07-23	3610.0	838361.13	0
