Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-03-19 17:00:00-04:00	4.06		
2025-12-18 16:00:00-05:00	4.11	4.82	17.16
2025-09-18 16:00:00-04:00	3.61	3.83	6.01
2025-06-24 16:00:00-04:00	5.8	6.07	4.59
2025-03-20 16:00:00-04:00	4.63	4.51	-2.65
2024-12-19 16:00:00-05:00	3.97	4.05	2.12
2024-09-19 16:00:00-04:00	4.77	3.6	-24.48
2024-06-25 16:00:00-04:00	5.37	5.41	0.73
2024-03-21 16:00:00-04:00	3.48	3.86	10.95
2023-12-19 16:00:00-05:00	4.2	3.99	-5.01
2023-09-20 16:00:00-04:00	3.75	4.55	21.29
2023-06-20 16:00:00-04:00	4.88	4.94	1.13
2023-03-16 16:00:00-04:00	2.74	3.41	24.6
2022-12-20 16:00:00-05:00	2.82	3.18	12.74
2022-09-15 16:00:00-04:00	5.14	3.44	-33.08
2022-06-23 16:00:00-04:00	6.88	6.87	-0.12
2022-03-17 16:00:00-04:00	4.65	4.59	-1.3
2021-12-16 16:00:00-05:00	4.29	4.83	12.56
2021-09-21 16:00:00-04:00	4.92	4.37	-11.21
2021-06-24 16:00:00-04:00	5.0	5.01	0.13
2021-03-18 16:00:00-04:00	3.24	3.47	7.19
2020-12-17 16:00:00-05:00	4.01	4.83	20.34
2020-09-15 16:00:00-04:00	2.72	4.87	79.21
2020-06-30 16:00:00-04:00	1.57	2.53	61.66
2020-03-17 16:00:00-04:00	1.27	1.41	10.98
