Metric	Value
nonDilutedMarketCap	141740280000
numberOfAnalystOpinions	28
open	133.44
operatingCashflow	14389999616
operatingMargins	0.27473
overallRisk	4
payoutRatio	0.7097
phone	858 587 1121
postMarketChange	0.23999023
postMarketChangePercent	0.18037596
postMarketPrice	133.29
postMarketTime	1776291950
previousClose	132.84
priceEpsCurrentYear	11.985645
priceHint	2
priceToBook	6.1932693
priceToSalesTrailing12Months	3.1672146
profitMargins	0.11958
quickRatio	1.626
quoteSourceName	Nasdaq Real Time Price
quoteType	EQUITY
recommendationKey	hold
recommendationMean	2.61111
region	US
regularMarketChange	0.21000671
regularMarketChangePercent	0.15808997
regularMarketDayHigh	134.34
regularMarketDayLow	132.29
regularMarketDayRange	132.29 - 134.34
regularMarketOpen	133.44
regularMarketPreviousClose	132.84
regularMarketPrice	133.05
regularMarketTime	1776283200
regularMarketVolume	9670865
returnOnAssets	0.14047
returnOnEquity	0.2148
revenueGrowth	0.05
revenuePerShare	41.314
sector	Technology
sectorDisp	Technology
sectorKey	technology
shareHolderRightsRisk	6
sharesOutstanding	1067000000
sharesPercentSharesOut	0.037100002
sharesShort	39627080
sharesShortPreviousMonthDate	1770940800
sharesShortPriorMonth	35191883
shortName	QUALCOMM Incorporated
shortPercentOfFloat	0.041500002
shortRatio	4.36
sourceInterval	15
state	CA
symbol	QCOM
syntheticPEG	-6.669121111111111
targetHighPrice	200.0
targetLowPrice	100.0
targetMeanPrice	154.92857
targetMedianPrice	150.0
totalCash	11822000128
totalCashPerShare	11.08
totalDebt	14817000448
totalRevenue	44866998272
tradeable	False
trailingAnnualDividendRate	3.52
trailingAnnualDividendYield	0.026498044
trailingEps	4.95
trailingPE	26.87879
trailingPegRatio	0.5659
triggerable	True
twoHundredDayAverage	157.4696
twoHundredDayAverageChange	-24.419601
twoHundredDayAverageChangePercent	-0.15507501
typeDisp	Equity
volume	9670865
website	https://www.qualcomm.com
zip	92121-1714
