Date	Shares	Amount	BuyFlag
2025-11-18	2600.0	520000.0	0
2025-11-19	2600.0	525252.0	0
2025-11-21	1100.0	104808.0	1
2026-01-08	12.0	1199.88	1
2026-01-12	5000.0	779395.0	1
2026-01-20	1000.0	99485.0	1
2026-03-12	3210.0	440585.34	0
2026-03-19	2509.0	249946.58	1
2026-03-24	6142.0	849644.3300000001	0
2026-03-26	700.0	96159.0	0
2026-03-30	700.0	89628.0	0
2026-03-31	700.0	87248.0	0
2026-04-01	700.0	85404.9	0
2026-04-07	700.0	86176.3	0
2026-04-08	1400.0	184478.0	0
2026-04-09	1900.0	248105.0	0
2026-04-13	3400.0	444193.0	0
2026-04-20	1500.0	250420.0	0
2026-04-21	500.0	86000.0	0
2026-04-22	2000.0	356312.5	0
2026-04-30	1750.0	285555.0	0
2026-05-01	2250.0	391145.0	0
2026-05-04	2000.0	366500.0	0
2026-05-08	1000.0	186685.0	0
2026-05-11	2750.0	526886.25	0
2026-05-14	1500.0	286280.0	0
2026-05-19	8597.0	1428615.06	0
2026-05-20	2250.0	374337.5	0
