Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-08-27 16:00:00-04:00	-0.45		
2026-05-08 06:00:00-04:00	-0.26	-0.16	38.42
2026-02-05 16:00:00-05:00	-0.25	-0.03	88.44
2025-11-06 16:00:00-05:00	0.14	0.01	-94.38
2025-08-28 16:00:00-04:00	0.22	0.21	-2.54
2025-05-14 16:00:00-04:00	0.14	0.11	-25.47
2025-02-12 16:00:00-05:00	0.06	0.09	35.74
2024-11-26 16:00:00-05:00	-0.07	-0.16	-114.75
2024-08-28 16:00:00-04:00	0.03	-0.16	-638.3
2024-05-15 16:00:00-04:00			-79.51
2024-02-15 16:00:00-05:00	0.06	0.08	29.0
2023-02-15 17:00:00-05:00	-0.15	-0.06	63.37
2023-02-14 19:00:00-05:00	-0.13	-0.39	-190.26
2022-09-13 17:00:00-04:00	-0.13	-0.21	-58.13
2022-05-11 16:00:00-04:00	0.07	0.03	-56.59
2022-02-09 16:00:00-05:00	0.19	0.23	24.11
