Metric	Value
52WeekChange	0.07932818
SandP52WeekChange	0.19230807
address1	300 Toni Stone Crossing
allTimeHigh	375.51
allTimeLow	10.445
ask	365.9
askSize	40
auditRisk	10
averageAnalystRating	1.4 - Strong Buy
averageDailyVolume10Day	7170710
averageDailyVolume3Month	8257416
averageVolume	8257416
averageVolume10days	7170710
beta	0.754
bid	365.0
bidSize	200
boardRisk	1
bookValue	18.546
city	San Francisco
