Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-05-01 08:00:00-04:00	0.49		
2026-02-10 06:00:00-05:00	0.43	0.46	6.59
2025-11-06 06:00:00-05:00	0.98	1.09	11.16
2025-08-05 06:00:00-04:00	1.06	1.12	5.54
2025-05-02 06:00:00-04:00	0.95	1.03	8.14
2025-02-11 06:00:00-05:00	0.98	1.13	15.32
2024-11-05 06:00:00-05:00	1.03	1.18	14.71
2024-07-31 06:00:00-04:00	0.85	0.97	13.65
2024-05-01 06:00:00-04:00	0.65	0.79	21.73
2024-02-06 06:00:00-05:00	0.84	0.87	3.07
2023-11-01 06:00:00-04:00	0.84	0.92	8.93
2023-08-02 06:00:00-04:00	0.83	0.85	2.72
2023-05-02 06:00:00-04:00	0.8	0.84	5.37
2023-02-07 06:00:00-05:00	0.78	0.89	13.96
2022-11-08 06:00:00-05:00	0.79	0.82	3.9
2022-08-02 06:00:00-04:00	0.75	0.88	17.16
2022-05-03 06:00:00-04:00	0.67	0.82	22.03
2022-02-08 06:00:00-05:00	1.0	1.08	8.28
2021-11-02 06:00:00-04:00	1.12	1.15	3.05
2021-08-03 06:00:00-04:00	0.95	1.06	11.68
2021-05-04 06:00:00-04:00	0.77	0.91	18.85
2021-02-09 06:00:00-05:00	0.85	0.95	11.42
2020-10-29 06:00:00-04:00	0.75	0.88	18.06
2020-07-30 06:00:00-04:00	0.59	0.7	18.54
2020-05-05 07:00:00-04:00	0.83	0.84	1.5
