Metric	Value
operatingMargins	0.13801
overallRisk	5
payoutRatio	3.2104998
pegRatio	1.72
phone	302 295 5783
postMarketChange	-0.020000458
postMarketChangePercent	-0.042026598
postMarketPrice	47.57
postMarketTime	1780358253
previousClose	48.42
priceEpsCurrentYear	19.926308
priceHint	2
priceToBook	1.3892862
priceToSalesTrailing12Months	2.7864585
profitMargins	-0.00419
quickRatio	1.076
quoteSourceName	Delayed Quote
quoteType	EQUITY
recommendationKey	strong_buy
recommendationMean	1.5
region	US
regularMarketChange	-0.829998
regularMarketChangePercent	-1.71416
regularMarketDayHigh	48.225
regularMarketDayLow	47.1
regularMarketDayRange	47.1 - 48.225
regularMarketOpen	47.895
regularMarketPreviousClose	48.42
regularMarketPrice	47.59
regularMarketTime	1780344102
regularMarketVolume	2594758
returnOnAssets	0.01983
returnOnEquity	0.00896
revenueGrowth	0.043
revenuePerShare	16.654
sector	Basic Materials
sectorDisp	Basic Materials
sectorKey	basic-materials
shareHolderRightsRisk	2
sharesOutstanding	405058202
sharesPercentSharesOut	0.0291
sharesShort	11917406
sharesShortPreviousMonthDate	1776211200
sharesShortPriorMonth	10260859
shortName	DuPont de Nemours, Inc.
shortPercentOfFloat	0.033
shortRatio	3.21
sourceInterval	15
state	DE
symbol	DD
targetHighPrice	64.0
targetLowPrice	52.0
targetMeanPrice	57.06667
targetMedianPrice	57.0
totalCash	710000000
totalCashPerShare	1.732
totalDebt	3216999936
totalRevenue	6918000128
tradeable	False
trailingAnnualDividendRate	1.22
trailingAnnualDividendYield	0.025196202
trailingEps	0.38
trailingPE	125.23685
trailingPegRatio	1.7173
triggerable	True
twoHundredDayAverage	41.190662
twoHundredDayAverageChange	6.399338
twoHundredDayAverageChangePercent	0.15535894
typeDisp	Equity
volume	2594758
website	https://www.dupont.com
zip	19805
