Metric	Value
52WeekChange	0.741099
SandP52WeekChange	0.1261568
address1	3421 Hillview Ave
allTimeHigh	414.61
allTimeLow	1.433
ask	309.99
askSize	3
auditRisk	2
averageAnalystRating	1.2 - Strong Buy
averageDailyVolume10Day	26936210
averageDailyVolume3Month	26775038
averageVolume	26775038
averageVolume10days	26936210
beta	1.257
bid	309.21
bidSize	3
boardRisk	3
bookValue	59.221
city	Palo Alto
