Earnings Date	EPS Estimate	Reported EPS	Surprise(%)
2026-05-06 16:00:00-04:00	0.13	0.16	19.26
2026-02-23 16:00:00-05:00	0.15	0.18	22.05
2025-11-04 16:00:00-05:00	0.12	0.14	12.34
2025-08-07 16:00:00-04:00	0.09	0.11	17.75
2025-05-07 16:00:00-04:00	0.09	0.12	32.85
2025-02-26 16:00:00-05:00	0.1	0.13	27.79
2024-11-07 16:00:00-05:00	0.08	0.11	31.91
2024-08-07 16:00:00-04:00	0.08	0.14	73.83
2024-05-07 16:00:00-04:00	0.05	0.11	124.44
2024-02-13 16:00:00-05:00	0.08	0.12	42.4
2023-11-02 16:00:00-04:00	0.08	0.12	42.11
2023-08-03 16:00:00-04:00	0.05	0.09	65.68
2023-05-03 16:00:00-04:00	0.04	0.06	48.85
2023-02-23 16:00:00-05:00	0.07	0.08	7.54
2022-11-03 16:00:00-04:00	0.06	0.09	39.66
2022-08-04 16:00:00-04:00	0.04	0.07	94.66
2022-05-05 16:00:00-04:00	0.01	0.04	274.18
2022-02-22 16:00:00-05:00	0.09	0.11	21.91
2021-11-03 16:00:00-04:00	0.07	0.09	37.47
2021-08-03 16:00:00-04:00	0.06	0.06	-2.77
2021-05-05 16:00:00-04:00	0.05	0.06	20.41
2021-02-25 16:00:00-05:00	0.1	0.08	-18.82
2020-10-29 16:00:00-04:00	0.09	0.14	56.58
2020-08-04 16:00:00-04:00	0.06	0.08	37.1
2020-05-07 17:00:00-04:00	0.06	0.09	46.08
