Date	Shares	Amount	BuyFlag
2026-03-05	4000.0	341422.0	0
2026-03-06	6066.0	533739.22	0
2026-03-12	5000.0	443000.0	0
2026-03-16	29286.0	2610389.23	0
2026-03-26	9000.0	697803.34	0
2026-03-30	7000.0	487119.84	0
2026-04-01	35500.0	2519426.31	0
2026-04-08	4000.0	296624.85	0
2026-04-15	8000.0	599227.65	0
2026-04-16	5417.0	411150.3	0
2026-04-27	7000.0	431451.3	0
2026-04-28	4000.0	244100.15	0
2026-05-01	5000.0	310478.86	0
2026-05-07	4000.0	232003.07	0
2026-05-15	10513.0	549272.47	0
2026-05-26	40848.0	2332543.8	0
2026-05-28	4000.0	261872.15	0
2026-06-01	5000.0	318676.1	0
2026-06-05	4000.0	236659.42	0
2026-06-08	35000.0	2038203.65	0
2026-06-15	8000.0	462211.83	0
2026-06-29	7000.0	338556.4	0
2026-06-30	4675.0	233750.0	0
2026-07-01	5000.0	264270.14	0
2026-07-08	4000.0	201818.42	0
2026-07-15	7513.0	381568.49	0
2026-07-27	7000.0	329909.63	0
2026-08-03	5000.0	242771.88	0
2026-08-05	4000.0	223599.05	0
