Date	Sentiment_Daily	News_Volume
2025-10-07	-0.0250	1
2025-10-23	0.0450	1
2025-10-29	0.1670	1
2025-11-18	0.1500	1
2025-11-19	0.0120	1
2025-11-21	0.3000	1
2025-11-30	0.1450	1
2025-12-02	0.3000	1
2025-12-08	0.1360	1
2025-12-09	0.3000	1
2026-01-06	0.0000	1
2026-01-08	0.0670	1
2026-01-12	0.1500	1
2026-01-13	0.0670	1
2026-01-15	0.2330	1
2026-01-21	0.0500	1
2026-01-26	0.0500	1
2026-01-27	0.1500	1
2026-01-31	0.1000	1
2026-02-02	0.3000	2
2026-02-06	-0.0390	1
2026-02-09	0.0330	1
2026-02-13	0.4500	1
2026-02-20	0.2500	1
2026-02-23	0.0000	1
2026-02-24	0.3000	1
2026-02-27	0.1670	1
2026-03-02	0.3000	1
2026-03-03	0.3000	1
2026-03-13	0.3000	1
2026-03-20	0.2750	2
2026-03-22	0.2250	2
2026-03-23	-0.1000	1
2026-03-24	0.3000	1
2026-03-25	0.3000	1
2026-03-31	0.1000	1
2026-04-01	0.2250	2
2026-04-02	0.1500	1
2026-04-06	0.1000	1
2026-04-07	0.1750	1
2026-04-08	0.2500	2
2026-04-09	0.2000	1
2026-04-10	0.1500	1
2026-04-13	0.3000	1
2026-04-14	0.3000	1
2026-04-15	0.3000	1
2026-04-16	0.0000	1
2026-04-17	0.3000	1
2026-04-18	0.1500	1
2026-04-19	0.1330	1
2026-04-20	0.2346	11
2026-04-21	0.3398	8
2026-04-22	0.1826	20
2026-04-23	0.1622	28
2026-04-24	0.1667	3
2026-04-25	0.2590	2
2026-04-26	0.2953	7
2026-04-27	0.1950	10
2026-04-28	0.2182	47
2026-04-29	0.2125	2
2026-04-30	0.0764	9
2026-05-01	0.2330	4
2026-05-02	0.3000	2
2026-05-03	0.1565	4
2026-05-04	0.1960	21
2026-05-05	0.1944	32
2026-05-06	0.1884	35
2026-05-07	0.1744	39
2026-05-08	0.1924	7
2026-05-09	0.1500	2
2026-05-10	0.1989	15
2026-05-11	0.1793	36
2026-05-12	0.1400	10
2026-05-13	0.1500	1
2026-05-14	0.1913	45
2026-05-15	0.3000	2
2026-05-16	0.1500	1
2026-05-17	0.2050	5
2026-05-18	0.2141	37
2026-05-19	0.1642	36
2026-05-20	0.1500	1
2026-05-21	0.2200	10
2026-05-22	0.1667	3
2026-05-23	0.1427	4
2026-05-24	0.2538	6
2026-05-25	0.1777	14
2026-05-26	0.1651	59
2026-05-27	0.2335	2
2026-05-28	0.1537	22
2026-05-29	0.1706	25
2026-05-30	0.1500	1
2026-05-31	0.1250	6
2026-06-01	0.2274	53
2026-06-02	0.3000	1
2026-06-03	0.3000	1
2026-06-04	0.0500	2
2026-06-05	0.1846	22
2026-06-06	0.0777	3
2026-06-07	0.1800	5
2026-06-08	0.2075	11
2026-06-09	0.1787	36
2026-06-10	0.0900	3
2026-06-11	0.1504	14
2026-06-12	0.1709	36
2026-06-13	0.3000	1
2026-06-14	0.2420	4
2026-06-15	0.1435	58
2026-06-16	0.1774	46
2026-06-17	0.1500	3
2026-06-18	0.1961	47
2026-06-19	0.0500	2
2026-06-20	0.4000	1
2026-06-21	0.1792	4
2026-06-22	0.2365	21
2026-06-23	0.1790	31
2026-06-24	0.1701	43
2026-06-25	0.2918	4
2026-06-26	0.3667	3
2026-06-27	0.5000	1
2026-06-28	0.3667	3
2026-06-29	0.1505	44
2026-06-30	0.1848	11
